"LAT","LON","SFCWind (m/s)"
-89.00,   1.25,  2.5805
-89.00,   3.75,  2.5811
-89.00,   6.25,  2.5815
-89.00,   8.75,  2.5868
-89.00,  11.25,  2.5956
-89.00,  13.75,  2.5962
-89.00,  16.25,  2.6050
-89.00,  18.75,  2.6054
-89.00,  21.25,  2.6057
-89.00,  23.75,  2.6062
-89.00,  26.25,  2.5890
-89.00,  28.75,  2.5890
-89.00,  31.25,  2.6477
-89.00,  33.75,  2.6479
-89.00,  36.25,  2.6476
-89.00,  38.75,  2.6475
-89.00,  41.25,  2.5808
-89.00,  43.75,  2.5804
-89.00,  46.25,  2.5396
-89.00,  48.75,  2.5391
-89.00,  51.25,  2.5386
-89.00,  53.75,  2.5380
-89.00,  56.25,  2.5245
-89.00,  58.75,  2.5240
-89.00,  61.25,  2.4869
-89.00,  63.75,  2.4866
-89.00,  66.25,  2.4862
-89.00,  68.75,  2.4861
-89.00,  71.25,  2.4777
-89.00,  73.75,  2.4777
-89.00,  76.25,  2.4214
-89.00,  78.75,  2.4217
-89.00,  81.25,  2.4221
-89.00,  83.75,  2.4223
-89.00,  86.25,  2.4228
-89.00,  88.75,  2.4233
-89.00,  91.25,  2.4885
-89.00,  93.75,  2.4891
-89.00,  96.25,  2.4896
-89.00,  98.75,  2.4902
-89.00, 101.25,  2.4906
-89.00, 103.75,  2.4912
-89.00, 106.25,  2.4479
-89.00, 108.75,  2.4483
-89.00, 111.25,  2.4485
-89.00, 113.75,  2.4487
-89.00, 116.25,  2.4490
-89.00, 118.75,  2.4489
-89.00, 121.25,  2.4286
-89.00, 123.75,  2.4285
-89.00, 126.25,  2.4279
-89.00, 128.75,  2.4275
-89.00, 131.25,  2.4270
-89.00, 133.75,  2.4266
-89.00, 136.25,  2.5108
-89.00, 138.75,  2.5103
-89.00, 141.25,  2.5099
-89.00, 143.75,  2.5091
-89.00, 146.25,  2.5087
-89.00, 148.75,  2.5084
-89.00, 151.25,  2.4455
-89.00, 153.75,  2.4452
-89.00, 156.25,  2.4452
-89.00, 158.75,  2.4448
-89.00, 161.25,  2.4448
-89.00, 163.75,  2.4449
-89.00, 166.25,  2.4019
-89.00, 168.75,  2.4024
-89.00, 171.25,  2.4028
-89.00, 173.75,  2.4030
-89.00, 176.25,  2.4036
-89.00, 178.75,  2.4042
-89.00, 181.25,  2.3475
-89.00, 183.75,  2.3484
-89.00, 186.25,  2.3491
-89.00, 188.75,  2.3498
-89.00, 191.25,  2.3467
-89.00, 193.75,  2.3472
-89.00, 196.25,  2.4602
-89.00, 198.75,  2.4607
-89.00, 201.25,  2.4843
-89.00, 203.75,  2.4844
-89.00, 206.25,  2.4975
-89.00, 208.75,  2.4973
-89.00, 211.25,  2.7525
-89.00, 213.75,  2.7591
-89.00, 216.25,  2.7590
-89.00, 218.75,  2.7588
-89.00, 221.25,  2.7591
-89.00, 223.75,  2.6018
-89.00, 226.25,  2.7573
-89.00, 228.75,  2.7581
-89.00, 231.25,  2.7579
-89.00, 233.75,  2.7574
-89.00, 236.25,  2.7571
-89.00, 238.75,  2.7570
-89.00, 241.25,  2.6128
-89.00, 243.75,  2.6125
-89.00, 246.25,  2.6122
-89.00, 248.75,  2.6121
-89.00, 251.25,  2.6121
-89.00, 253.75,  2.6120
-89.00, 256.25,  2.5367
-89.00, 258.75,  2.5368
-89.00, 261.25,  2.5368
-89.00, 263.75,  2.5371
-89.00, 266.25,  2.5374
-89.00, 268.75,  2.5378
-89.00, 271.25,  2.4250
-89.00, 273.75,  2.4255
-89.00, 276.25,  2.4261
-89.00, 278.75,  2.4268
-89.00, 281.25,  2.4273
-89.00, 283.75,  2.4276
-89.00, 286.25,  2.4280
-89.00, 288.75,  2.4285
-89.00, 291.25,  2.4287
-89.00, 293.75,  2.4290
-89.00, 296.25,  2.4289
-89.00, 298.75,  2.4288
-89.00, 301.25,  2.4288
-89.00, 303.75,  2.4288
-89.00, 306.25,  2.4284
-89.00, 308.75,  2.4281
-89.00, 311.25,  2.4281
-89.00, 313.75,  2.4276
-89.00, 316.25,  2.4272
-89.00, 318.75,  2.4267
-89.00, 321.25,  2.4260
-89.00, 323.75,  2.4253
-89.00, 326.25,  2.4248
-89.00, 328.75,  2.4239
-89.00, 331.25,  2.4461
-89.00, 333.75,  2.4456
-89.00, 336.25,  2.4453
-89.00, 338.75,  2.4450
-89.00, 341.25,  2.4444
-89.00, 343.75,  2.4439
-89.00, 346.25,  2.5429
-89.00, 348.75,  2.5429
-89.00, 351.25,  2.5431
-89.00, 353.75,  2.5434
-89.00, 356.25,  2.5438
-89.00, 358.75,  2.5203
-87.00,   1.25,  3.5482
-87.00,   3.75,  3.6468
-87.00,   6.25,  3.3743
-87.00,   8.75,  2.9841
-87.00,  11.25,  3.0926
-87.00,  13.75,  3.2305
-87.00,  16.25,  3.1628
-87.00,  18.75,  3.1062
-87.00,  21.25,  3.0407
-87.00,  23.75,  2.9890
-87.00,  26.25,  2.8657
-87.00,  28.75,  2.7836
-87.00,  31.25,  2.7567
-87.00,  33.75,  2.6967
-87.00,  36.25,  2.7007
-87.00,  38.75,  2.7483
-87.00,  41.25,  2.7632
-87.00,  43.75,  2.7380
-87.00,  46.25,  2.6528
-87.00,  48.75,  2.6719
-87.00,  51.25,  2.6321
-87.00,  53.75,  2.5875
-87.00,  56.25,  2.5953
-87.00,  58.75,  2.6176
-87.00,  61.25,  2.5793
-87.00,  63.75,  2.5790
-87.00,  66.25,  2.5464
-87.00,  68.75,  2.5937
-87.00,  71.25,  2.6832
-87.00,  73.75,  2.6768
-87.00,  76.25,  2.5687
-87.00,  78.75,  2.6222
-87.00,  81.25,  2.7356
-87.00,  83.75,  2.7657
-87.00,  86.25,  2.6931
-87.00,  88.75,  2.6625
-87.00,  91.25,  2.7332
-87.00,  93.75,  2.7329
-87.00,  96.25,  2.7895
-87.00,  98.75,  2.8227
-87.00, 101.25,  2.8593
-87.00, 103.75,  2.9512
-87.00, 106.25,  2.9093
-87.00, 108.75,  2.9468
-87.00, 111.25,  3.0562
-87.00, 113.75,  3.1666
-87.00, 116.25,  3.2007
-87.00, 118.75,  3.2804
-87.00, 121.25,  3.4833
-87.00, 123.75,  3.5585
-87.00, 126.25,  3.5184
-87.00, 128.75,  3.4717
-87.00, 131.25,  3.4400
-87.00, 133.75,  3.4497
-87.00, 136.25,  3.4907
-87.00, 138.75,  3.4167
-87.00, 141.25,  3.2746
-87.00, 143.75,  3.1655
-87.00, 146.25,  3.1539
-87.00, 148.75,  3.1507
-87.00, 151.25,  3.0665
-87.00, 153.75,  3.0407
-87.00, 156.25,  3.0167
-87.00, 158.75,  2.9845
-87.00, 161.25,  2.9943
-87.00, 163.75,  2.9206
-87.00, 166.25,  2.7028
-87.00, 168.75,  2.6470
-87.00, 171.25,  2.7315
-87.00, 173.75,  2.7963
-87.00, 176.25,  2.8250
-87.00, 178.75,  2.9097
-87.00, 181.25,  2.9408
-87.00, 183.75,  2.7849
-87.00, 186.25,  2.6746
-87.00, 188.75,  2.7190
-87.00, 191.25,  2.7137
-87.00, 193.75,  2.6347
-87.00, 196.25,  2.6015
-87.00, 198.75,  2.6123
-87.00, 201.25,  2.7046
-87.00, 203.75,  2.6521
-87.00, 206.25,  2.6018
-87.00, 208.75,  2.5423
-87.00, 211.25,  2.7406
-87.00, 213.75,  2.8349
-87.00, 216.25,  2.7584
-87.00, 218.75,  2.5276
-87.00, 221.25,  2.4676
-87.00, 223.75,  2.3663
-87.00, 226.25,  2.4909
-87.00, 228.75,  2.4502
-87.00, 231.25,  2.4499
-87.00, 233.75,  2.4181
-87.00, 236.25,  2.3742
-87.00, 238.75,  2.3986
-87.00, 241.25,  2.2963
-87.00, 243.75,  2.3007
-87.00, 246.25,  2.2596
-87.00, 248.75,  2.2742
-87.00, 251.25,  2.2796
-87.00, 253.75,  2.2982
-87.00, 256.25,  2.2392
-87.00, 258.75,  2.2307
-87.00, 261.25,  2.1921
-87.00, 263.75,  2.2044
-87.00, 266.25,  2.1841
-87.00, 268.75,  2.1261
-87.00, 271.25,  1.9770
-87.00, 273.75,  1.9990
-87.00, 276.25,  2.0110
-87.00, 278.75,  2.0135
-87.00, 281.25,  2.0042
-87.00, 283.75,  2.0298
-87.00, 286.25,  2.0666
-87.00, 288.75,  2.1222
-87.00, 291.25,  2.1983
-87.00, 293.75,  2.3071
-87.00, 296.25,  2.4402
-87.00, 298.75,  2.5053
-87.00, 301.25,  2.5201
-87.00, 303.75,  2.5369
-87.00, 306.25,  2.5226
-87.00, 308.75,  2.5157
-87.00, 311.25,  2.5390
-87.00, 313.75,  2.5881
-87.00, 316.25,  2.6264
-87.00, 318.75,  2.6358
-87.00, 321.25,  2.6684
-87.00, 323.75,  2.7100
-87.00, 326.25,  2.7226
-87.00, 328.75,  2.7429
-87.00, 331.25,  2.8719
-87.00, 333.75,  3.0472
-87.00, 336.25,  3.1405
-87.00, 338.75,  3.1932
-87.00, 341.25,  3.1573
-87.00, 343.75,  3.1822
-87.00, 346.25,  3.4336
-87.00, 348.75,  3.4649
-87.00, 351.25,  3.4038
-87.00, 353.75,  3.4327
-87.00, 356.25,  3.3975
-87.00, 358.75,  3.4014
-85.00,   1.25,  4.7755
-85.00,   3.75,  4.3968
-85.00,   6.25,  3.4500
-85.00,   8.75,  2.9203
-85.00,  11.25,  3.1188
-85.00,  13.75,  3.1419
-85.00,  16.25,  3.0572
-85.00,  18.75,  3.0299
-85.00,  21.25,  2.9622
-85.00,  23.75,  2.9014
-85.00,  26.25,  2.7651
-85.00,  28.75,  2.6680
-85.00,  31.25,  2.6060
-85.00,  33.75,  2.5187
-85.00,  36.25,  2.4682
-85.00,  38.75,  2.4872
-85.00,  41.25,  2.4997
-85.00,  43.75,  2.5220
-85.00,  46.25,  2.6323
-85.00,  48.75,  2.6452
-85.00,  51.25,  2.5501
-85.00,  53.75,  2.4174
-85.00,  56.25,  2.2863
-85.00,  58.75,  2.1717
-85.00,  61.25,  2.0474
-85.00,  63.75,  1.9915
-85.00,  66.25,  2.0100
-85.00,  68.75,  2.0023
-85.00,  71.25,  1.9507
-85.00,  73.75,  1.9649
-85.00,  76.25,  2.0769
-85.00,  78.75,  2.1568
-85.00,  81.25,  2.1970
-85.00,  83.75,  2.2151
-85.00,  86.25,  2.2201
-85.00,  88.75,  2.2762
-85.00,  91.25,  2.3748
-85.00,  93.75,  2.5589
-85.00,  96.25,  2.6874
-85.00,  98.75,  2.7007
-85.00, 101.25,  2.7759
-85.00, 103.75,  2.8396
-85.00, 106.25,  2.9545
-85.00, 108.75,  3.1681
-85.00, 111.25,  3.2075
-85.00, 113.75,  3.3075
-85.00, 116.25,  3.4624
-85.00, 118.75,  3.3231
-85.00, 121.25,  3.1830
-85.00, 123.75,  3.1607
-85.00, 126.25,  3.1427
-85.00, 128.75,  3.0880
-85.00, 131.25,  3.0335
-85.00, 133.75,  3.0985
-85.00, 136.25,  3.1881
-85.00, 138.75,  3.2324
-85.00, 141.25,  3.2894
-85.00, 143.75,  3.3660
-85.00, 146.25,  3.2984
-85.00, 148.75,  3.0647
-85.00, 151.25,  2.9077
-85.00, 153.75,  2.8739
-85.00, 156.25,  2.8616
-85.00, 158.75,  2.8823
-85.00, 161.25,  2.8630
-85.00, 163.75,  2.8711
-85.00, 166.25,  2.8087
-85.00, 168.75,  2.8148
-85.00, 171.25,  3.2920
-85.00, 173.75,  3.5970
-85.00, 176.25,  3.3180
-85.00, 178.75,  3.2368
-85.00, 181.25,  3.1458
-85.00, 183.75,  2.8148
-85.00, 186.25,  2.9478
-85.00, 188.75,  2.9987
-85.00, 191.25,  2.7003
-85.00, 193.75,  2.5796
-85.00, 196.25,  2.5216
-85.00, 198.75,  2.4741
-85.00, 201.25,  2.4504
-85.00, 203.75,  2.4561
-85.00, 206.25,  2.4720
-85.00, 208.75,  2.4928
-85.00, 211.25,  2.4504
-85.00, 213.75,  2.4079
-85.00, 216.25,  2.4031
-85.00, 218.75,  2.3807
-85.00, 221.25,  2.3957
-85.00, 223.75,  2.4275
-85.00, 226.25,  2.3963
-85.00, 228.75,  2.4030
-85.00, 231.25,  2.4454
-85.00, 233.75,  2.4347
-85.00, 236.25,  2.4479
-85.00, 238.75,  2.5126
-85.00, 241.25,  2.5407
-85.00, 243.75,  2.5389
-85.00, 246.25,  2.5016
-85.00, 248.75,  2.5023
-85.00, 251.25,  2.5649
-85.00, 253.75,  2.6126
-85.00, 256.25,  2.6326
-85.00, 258.75,  2.5658
-85.00, 261.25,  2.3902
-85.00, 263.75,  2.2725
-85.00, 266.25,  2.1981
-85.00, 268.75,  2.0800
-85.00, 271.25,  1.9773
-85.00, 273.75,  2.0291
-85.00, 276.25,  2.1301
-85.00, 278.75,  2.1507
-85.00, 281.25,  2.2074
-85.00, 283.75,  2.2819
-85.00, 286.25,  2.3419
-85.00, 288.75,  2.5199
-85.00, 291.25,  2.6993
-85.00, 293.75,  2.7427
-85.00, 296.25,  2.7222
-85.00, 298.75,  2.6584
-85.00, 301.25,  2.7243
-85.00, 303.75,  2.9145
-85.00, 306.25,  3.0767
-85.00, 308.75,  3.2217
-85.00, 311.25,  3.2729
-85.00, 313.75,  3.2688
-85.00, 316.25,  3.2868
-85.00, 318.75,  3.2531
-85.00, 321.25,  3.2417
-85.00, 323.75,  3.2879
-85.00, 326.25,  3.3001
-85.00, 328.75,  3.2473
-85.00, 331.25,  3.1820
-85.00, 333.75,  3.1748
-85.00, 336.25,  3.2515
-85.00, 338.75,  3.2887
-85.00, 341.25,  3.2964
-85.00, 343.75,  3.4304
-85.00, 346.25,  3.6307
-85.00, 348.75,  3.7951
-85.00, 351.25,  3.7802
-85.00, 353.75,  3.5683
-85.00, 356.25,  3.8343
-85.00, 358.75,  4.5047
-83.00,   1.25,  3.0404
-83.00,   3.75,  2.8399
-83.00,   6.25,  2.5905
-83.00,   8.75,  2.5206
-83.00,  11.25,  2.6863
-83.00,  13.75,  2.6954
-83.00,  16.25,  2.5431
-83.00,  18.75,  2.4336
-83.00,  21.25,  2.3717
-83.00,  23.75,  2.3171
-83.00,  26.25,  2.3526
-83.00,  28.75,  2.4499
-83.00,  31.25,  2.5530
-83.00,  33.75,  2.6721
-83.00,  36.25,  2.7128
-83.00,  38.75,  2.6670
-83.00,  41.25,  2.6579
-83.00,  43.75,  2.6352
-83.00,  46.25,  2.6507
-83.00,  48.75,  2.6205
-83.00,  51.25,  2.4758
-83.00,  53.75,  2.4395
-83.00,  56.25,  2.4434
-83.00,  58.75,  2.3285
-83.00,  61.25,  2.1964
-83.00,  63.75,  2.1044
-83.00,  66.25,  2.0311
-83.00,  68.75,  1.9933
-83.00,  71.25,  1.9487
-83.00,  73.75,  1.9274
-83.00,  76.25,  1.9645
-83.00,  78.75,  2.0816
-83.00,  81.25,  2.2637
-83.00,  83.75,  2.2938
-83.00,  86.25,  2.2277
-83.00,  88.75,  2.2573
-83.00,  91.25,  2.3668
-83.00,  93.75,  2.4640
-83.00,  96.25,  2.4974
-83.00,  98.75,  2.5622
-83.00, 101.25,  2.6742
-83.00, 103.75,  2.6150
-83.00, 106.25,  2.5213
-83.00, 108.75,  2.6416
-83.00, 111.25,  2.8182
-83.00, 113.75,  2.9410
-83.00, 116.25,  2.9226
-83.00, 118.75,  2.7143
-83.00, 121.25,  2.6434
-83.00, 123.75,  2.8022
-83.00, 126.25,  2.9204
-83.00, 128.75,  2.9382
-83.00, 131.25,  2.9186
-83.00, 133.75,  2.8363
-83.00, 136.25,  2.7502
-83.00, 138.75,  2.6988
-83.00, 141.25,  2.6944
-83.00, 143.75,  2.6880
-83.00, 146.25,  2.6596
-83.00, 148.75,  2.6145
-83.00, 151.25,  2.6997
-83.00, 153.75,  2.8976
-83.00, 156.25,  2.8548
-83.00, 158.75,  2.6721
-83.00, 161.25,  2.5388
-83.00, 163.75,  2.4793
-83.00, 166.25,  2.4396
-83.00, 168.75,  2.3885
-83.00, 171.25,  2.3870
-83.00, 173.75,  2.2800
-83.00, 176.25,  2.3332
-83.00, 178.75,  2.4809
-83.00, 181.25,  2.5144
-83.00, 183.75,  2.5987
-83.00, 186.25,  2.5171
-83.00, 188.75,  2.6134
-83.00, 191.25,  2.6175
-83.00, 193.75,  2.9894
-83.00, 196.25,  4.1100
-83.00, 198.75,  4.2392
-83.00, 201.25,  4.0112
-83.00, 203.75,  3.6274
-83.00, 206.25,  2.7579
-83.00, 208.75,  2.5162
-83.00, 211.25,  2.6455
-83.00, 213.75,  2.8009
-83.00, 216.25,  2.9978
-83.00, 218.75,  3.1731
-83.00, 221.25,  3.3970
-83.00, 223.75,  3.6166
-83.00, 226.25,  3.5443
-83.00, 228.75,  3.3849
-83.00, 231.25,  3.4069
-83.00, 233.75,  3.3986
-83.00, 236.25,  3.2768
-83.00, 238.75,  3.1298
-83.00, 241.25,  3.0355
-83.00, 243.75,  2.9211
-83.00, 246.25,  2.7649
-83.00, 248.75,  2.5954
-83.00, 251.25,  2.5908
-83.00, 253.75,  2.5989
-83.00, 256.25,  2.4132
-83.00, 258.75,  2.3193
-83.00, 261.25,  2.3197
-83.00, 263.75,  2.3520
-83.00, 266.25,  2.3801
-83.00, 268.75,  2.2657
-83.00, 271.25,  2.3174
-83.00, 273.75,  2.4153
-83.00, 276.25,  2.3377
-83.00, 278.75,  2.5446
-83.00, 281.25,  2.8674
-83.00, 283.75,  2.7367
-83.00, 286.25,  2.5149
-83.00, 288.75,  2.4543
-83.00, 291.25,  2.3390
-83.00, 293.75,  2.2262
-83.00, 296.25,  2.2162
-83.00, 298.75,  2.2948
-83.00, 301.25,  2.2797
-83.00, 303.75,  2.3346
-83.00, 306.25,  2.5385
-83.00, 308.75,  2.5791
-83.00, 311.25,  2.4043
-83.00, 313.75,  2.2708
-83.00, 316.25,  2.2629
-83.00, 318.75,  2.3523
-83.00, 321.25,  2.4759
-83.00, 323.75,  2.5343
-83.00, 326.25,  2.5671
-83.00, 328.75,  2.6018
-83.00, 331.25,  2.6242
-83.00, 333.75,  2.6633
-83.00, 336.25,  2.7358
-83.00, 338.75,  2.7799
-83.00, 341.25,  2.7588
-83.00, 343.75,  2.7714
-83.00, 346.25,  2.9819
-83.00, 348.75,  3.3001
-83.00, 351.25,  3.3345
-83.00, 353.75,  3.1023
-83.00, 356.25,  3.0155
-83.00, 358.75,  3.0776
-81.00,   1.25,  2.3475
-81.00,   3.75,  2.1872
-81.00,   6.25,  2.1230
-81.00,   8.75,  2.0285
-81.00,  11.25,  2.0583
-81.00,  13.75,  2.0830
-81.00,  16.25,  2.0779
-81.00,  18.75,  2.1273
-81.00,  21.25,  2.1133
-81.00,  23.75,  2.0795
-81.00,  26.25,  2.0624
-81.00,  28.75,  2.1116
-81.00,  31.25,  2.2644
-81.00,  33.75,  2.4381
-81.00,  36.25,  2.5724
-81.00,  38.75,  2.6341
-81.00,  41.25,  2.6631
-81.00,  43.75,  2.6498
-81.00,  46.25,  2.6661
-81.00,  48.75,  2.7199
-81.00,  51.25,  2.7615
-81.00,  53.75,  2.6614
-81.00,  56.25,  2.4189
-81.00,  58.75,  2.2781
-81.00,  61.25,  2.2925
-81.00,  63.75,  2.1955
-81.00,  66.25,  2.0865
-81.00,  68.75,  2.2186
-81.00,  71.25,  2.3613
-81.00,  73.75,  2.3367
-81.00,  76.25,  2.2235
-81.00,  78.75,  2.1132
-81.00,  81.25,  2.1226
-81.00,  83.75,  2.1999
-81.00,  86.25,  2.1746
-81.00,  88.75,  2.0739
-81.00,  91.25,  2.1104
-81.00,  93.75,  2.2775
-81.00,  96.25,  2.3529
-81.00,  98.75,  2.3683
-81.00, 101.25,  2.4174
-81.00, 103.75,  2.4686
-81.00, 106.25,  2.3354
-81.00, 108.75,  2.2916
-81.00, 111.25,  2.5444
-81.00, 113.75,  2.6554
-81.00, 116.25,  2.6853
-81.00, 118.75,  2.6388
-81.00, 121.25,  2.4289
-81.00, 123.75,  2.4221
-81.00, 126.25,  2.5351
-81.00, 128.75,  2.5770
-81.00, 131.25,  2.5927
-81.00, 133.75,  2.6965
-81.00, 136.25,  2.8404
-81.00, 138.75,  2.8394
-81.00, 141.25,  2.8961
-81.00, 143.75,  2.8372
-81.00, 146.25,  2.5665
-81.00, 148.75,  2.4331
-81.00, 151.25,  2.3581
-81.00, 153.75,  2.3292
-81.00, 156.25,  2.4056
-81.00, 158.75,  2.2456
-81.00, 161.25,  2.0539
-81.00, 163.75,  2.1064
-81.00, 166.25,  2.0772
-81.00, 168.75,  2.6593
-81.00, 171.25,  3.6121
-81.00, 173.75,  3.5171
-81.00, 176.25,  3.2126
-81.00, 178.75,  3.1196
-81.00, 181.25,  2.9613
-81.00, 183.75,  2.8835
-81.00, 186.25,  2.7923
-81.00, 188.75,  2.7694
-81.00, 191.25,  2.7498
-81.00, 193.75,  2.7606
-81.00, 196.25,  2.7750
-81.00, 198.75,  2.7448
-81.00, 201.25,  2.8375
-81.00, 203.75,  2.5277
-81.00, 206.25,  1.8843
-81.00, 208.75,  1.8781
-81.00, 211.25,  2.0882
-81.00, 213.75,  2.1060
-81.00, 216.25,  2.1790
-81.00, 218.75,  2.1478
-81.00, 221.25,  2.1396
-81.00, 223.75,  2.3783
-81.00, 226.25,  2.5214
-81.00, 228.75,  2.6251
-81.00, 231.25,  2.8557
-81.00, 233.75,  2.9910
-81.00, 236.25,  2.8901
-81.00, 238.75,  2.7828
-81.00, 241.25,  2.8814
-81.00, 243.75,  2.9976
-81.00, 246.25,  2.8749
-81.00, 248.75,  2.7441
-81.00, 251.25,  2.6088
-81.00, 253.75,  2.1668
-81.00, 256.25,  1.8404
-81.00, 258.75,  1.9236
-81.00, 261.25,  2.1709
-81.00, 263.75,  2.5158
-81.00, 266.25,  2.6598
-81.00, 268.75,  2.3968
-81.00, 271.25,  2.2871
-81.00, 273.75,  2.5605
-81.00, 276.25,  2.8165
-81.00, 278.75,  2.7855
-81.00, 281.25,  2.8257
-81.00, 283.75,  2.8069
-81.00, 286.25,  2.5996
-81.00, 288.75,  2.4062
-81.00, 291.25,  2.3212
-81.00, 293.75,  2.3075
-81.00, 296.25,  2.2566
-81.00, 298.75,  2.2350
-81.00, 301.25,  2.2061
-81.00, 303.75,  2.0597
-81.00, 306.25,  1.8917
-81.00, 308.75,  1.7934
-81.00, 311.25,  1.8741
-81.00, 313.75,  2.0613
-81.00, 316.25,  2.0658
-81.00, 318.75,  1.9598
-81.00, 321.25,  1.9152
-81.00, 323.75,  1.9046
-81.00, 326.25,  1.9482
-81.00, 328.75,  2.0459
-81.00, 331.25,  2.2047
-81.00, 333.75,  2.3561
-81.00, 336.25,  2.2821
-81.00, 338.75,  2.3047
-81.00, 341.25,  2.5047
-81.00, 343.75,  2.6533
-81.00, 346.25,  2.8607
-81.00, 348.75,  3.0853
-81.00, 351.25,  3.0069
-81.00, 353.75,  2.7457
-81.00, 356.25,  2.6110
-81.00, 358.75,  2.5465
-79.00,   1.25,  2.3469
-79.00,   3.75,  2.0965
-79.00,   6.25,  2.1802
-79.00,   8.75,  2.2735
-79.00,  11.25,  2.3933
-79.00,  13.75,  2.4555
-79.00,  16.25,  2.5518
-79.00,  18.75,  2.6056
-79.00,  21.25,  2.5475
-79.00,  23.75,  2.5371
-79.00,  26.25,  2.4994
-79.00,  28.75,  2.4203
-79.00,  31.25,  2.3948
-79.00,  33.75,  2.3645
-79.00,  36.25,  2.2481
-79.00,  38.75,  2.1272
-79.00,  41.25,  2.1089
-79.00,  43.75,  2.1240
-79.00,  46.25,  1.9691
-79.00,  48.75,  1.7696
-79.00,  51.25,  1.7215
-79.00,  53.75,  1.7029
-79.00,  56.25,  1.7073
-79.00,  58.75,  1.8180
-79.00,  61.25,  1.8988
-79.00,  63.75,  1.8679
-79.00,  66.25,  1.8374
-79.00,  68.75,  1.9051
-79.00,  71.25,  1.9754
-79.00,  73.75,  1.9707
-79.00,  76.25,  1.9243
-79.00,  78.75,  1.9169
-79.00,  81.25,  1.9978
-79.00,  83.75,  2.1012
-79.00,  86.25,  2.0734
-79.00,  88.75,  2.0538
-79.00,  91.25,  2.2136
-79.00,  93.75,  2.3040
-79.00,  96.25,  2.2287
-79.00,  98.75,  2.1843
-79.00, 101.25,  2.1338
-79.00, 103.75,  2.0952
-79.00, 106.25,  2.0887
-79.00, 108.75,  2.2131
-79.00, 111.25,  2.4661
-79.00, 113.75,  2.5950
-79.00, 116.25,  2.7099
-79.00, 118.75,  2.9370
-79.00, 121.25,  2.9398
-79.00, 123.75,  2.6297
-79.00, 126.25,  2.3936
-79.00, 128.75,  2.3895
-79.00, 131.25,  2.6080
-79.00, 133.75,  2.8249
-79.00, 136.25,  2.8272
-79.00, 138.75,  2.7164
-79.00, 141.25,  2.7519
-79.00, 143.75,  2.9035
-79.00, 146.25,  2.8780
-79.00, 148.75,  2.6491
-79.00, 151.25,  2.5278
-79.00, 153.75,  2.4831
-79.00, 156.25,  2.3390
-79.00, 158.75,  2.2254
-79.00, 161.25,  2.2653
-79.00, 163.75,  3.0300
-79.00, 166.25,  4.0504
-79.00, 168.75,  3.8742
-79.00, 171.25,  3.3515
-79.00, 173.75,  3.2055
-79.00, 176.25,  3.0115
-79.00, 178.75,  2.7863
-79.00, 181.25,  2.6357
-79.00, 183.75,  2.5879
-79.00, 186.25,  2.6363
-79.00, 188.75,  2.6797
-79.00, 191.25,  2.8392
-79.00, 193.75,  2.6887
-79.00, 196.25,  2.0807
-79.00, 198.75,  1.9344
-79.00, 201.25,  2.1590
-79.00, 203.75,  2.0322
-79.00, 206.25,  1.7238
-79.00, 208.75,  1.6426
-79.00, 211.25,  1.6681
-79.00, 213.75,  1.7207
-79.00, 216.25,  1.8237
-79.00, 218.75,  1.9744
-79.00, 221.25,  2.1699
-79.00, 223.75,  2.3189
-79.00, 226.25,  2.3576
-79.00, 228.75,  2.3895
-79.00, 231.25,  2.4760
-79.00, 233.75,  2.6816
-79.00, 236.25,  2.8480
-79.00, 238.75,  2.9301
-79.00, 241.25,  2.8596
-79.00, 243.75,  2.7279
-79.00, 246.25,  2.6904
-79.00, 248.75,  2.5504
-79.00, 251.25,  2.3220
-79.00, 253.75,  2.1415
-79.00, 256.25,  1.9468
-79.00, 258.75,  1.8337
-79.00, 261.25,  1.9683
-79.00, 263.75,  2.2130
-79.00, 266.25,  2.3142
-79.00, 268.75,  2.0868
-79.00, 271.25,  2.0399
-79.00, 273.75,  2.1454
-79.00, 276.25,  2.1088
-79.00, 278.75,  2.1456
-79.00, 281.25,  2.2793
-79.00, 283.75,  2.4155
-79.00, 286.25,  2.4963
-79.00, 288.75,  2.4186
-79.00, 291.25,  2.2207
-79.00, 293.75,  2.1443
-79.00, 296.25,  2.1199
-79.00, 298.75,  2.1142
-79.00, 301.25,  2.1131
-79.00, 303.75,  1.9885
-79.00, 306.25,  1.8429
-79.00, 308.75,  1.7839
-79.00, 311.25,  1.7782
-79.00, 313.75,  1.7404
-79.00, 316.25,  2.0559
-79.00, 318.75,  2.6718
-79.00, 321.25,  2.4665
-79.00, 323.75,  1.9903
-79.00, 326.25,  1.8578
-79.00, 328.75,  1.7649
-79.00, 331.25,  1.8332
-79.00, 333.75,  2.0177
-79.00, 336.25,  2.1630
-79.00, 338.75,  2.2783
-79.00, 341.25,  2.3996
-79.00, 343.75,  2.5239
-79.00, 346.25,  2.8756
-79.00, 348.75,  3.1516
-79.00, 351.25,  3.0719
-79.00, 353.75,  2.7745
-79.00, 356.25,  2.6662
-79.00, 358.75,  2.6598
-77.00,   1.25,  2.1078
-77.00,   3.75,  2.0460
-77.00,   6.25,  2.2597
-77.00,   8.75,  2.3821
-77.00,  11.25,  2.4796
-77.00,  13.75,  2.7139
-77.00,  16.25,  2.7498
-77.00,  18.75,  2.5937
-77.00,  21.25,  2.5879
