"LAT","LON","SFCWind (m/s)"
-57.00, 203.75, 11.0513
-57.00, 206.25, 11.0713
-57.00, 208.75, 11.1469
-57.00, 211.25, 11.1675
-57.00, 213.75, 11.2068
-57.00, 216.25, 11.4212
-57.00, 218.75, 11.6439
-57.00, 221.25, 11.7103
-57.00, 223.75, 11.6945
-57.00, 226.25, 11.7162
-57.00, 228.75, 11.8700
-57.00, 231.25, 12.1239
-57.00, 233.75, 12.1909
-57.00, 236.25, 12.1876
-57.00, 238.75, 12.1152
-57.00, 241.25, 11.9315
-57.00, 243.75, 11.6173
-57.00, 246.25, 11.2780
-57.00, 248.75, 10.9724
-57.00, 251.25, 10.7770
-57.00, 253.75, 10.6694
-57.00, 256.25, 10.6019
-57.00, 258.75, 10.4666
-57.00, 261.25, 10.3130
-57.00, 263.75, 10.1631
-57.00, 266.25, 10.0154
-57.00, 268.75,  9.9194
-57.00, 271.25,  9.9159
-57.00, 273.75,  9.9899
-57.00, 276.25, 10.0865
-57.00, 278.75, 10.2939
-57.00, 281.25, 10.5007
-57.00, 283.75, 10.6797
-57.00, 286.25, 10.9011
-57.00, 288.75, 10.7627
-57.00, 291.25, 10.4313
-57.00, 293.75,  9.9657
-57.00, 296.25,  9.5228
-57.00, 298.75,  9.2712
-57.00, 301.25,  9.2931
-57.00, 303.75,  9.4720
-57.00, 306.25,  9.6285
-57.00, 308.75,  9.6527
-57.00, 311.25,  9.8000
-57.00, 313.75,  9.9854
-57.00, 316.25, 10.0128
-57.00, 318.75,  9.9293
-57.00, 321.25,  9.8475
-57.00, 323.75,  9.8254
-57.00, 326.25,  9.7735
-57.00, 328.75,  9.6901
-57.00, 331.25,  9.6769
-57.00, 333.75,  9.6540
-57.00, 336.25,  9.5834
-57.00, 338.75,  9.5298
-57.00, 341.25,  9.5525
-57.00, 343.75,  9.6930
-57.00, 346.25,  9.8858
-57.00, 348.75, 10.1014
-57.00, 351.25, 10.1821
-57.00, 353.75, 10.1339
-57.00, 356.25,  9.9304
-57.00, 358.75,  9.6492
-55.00,   1.25, 10.4126
-55.00,   3.75, 10.1914
-55.00,   6.25,  9.9062
-55.00,   8.75,  9.6538
-55.00,  11.25,  9.5054
-55.00,  13.75,  9.4982
-55.00,  16.25,  9.5346
-55.00,  18.75,  9.5873
-55.00,  21.25,  9.5459
-55.00,  23.75,  9.4515
-55.00,  26.25,  9.3995
-55.00,  28.75,  9.3610
-55.00,  31.25,  9.2618
-55.00,  33.75,  9.0232
-55.00,  36.25,  8.7275
-55.00,  38.75,  8.5285
-55.00,  41.25,  8.2838
-55.00,  43.75,  8.0966
-55.00,  46.25,  8.0665
-55.00,  48.75,  8.0867
-55.00,  51.25,  8.1150
-55.00,  53.75,  8.2601
-55.00,  56.25,  8.5485
-55.00,  58.75,  8.9062
-55.00,  61.25,  9.0100
-55.00,  63.75,  9.0587
-55.00,  66.25,  9.1039
-55.00,  68.75,  9.0982
-55.00,  71.25,  9.1972
-55.00,  73.75,  9.4217
-55.00,  76.25,  9.5278
-55.00,  78.75,  9.6058
-55.00,  81.25,  9.8569
-55.00,  83.75, 10.0497
-55.00,  86.25, 10.1900
-55.00,  88.75, 10.3542
-55.00,  91.25, 10.4578
-55.00,  93.75, 10.4705
-55.00,  96.25, 10.5331
-55.00,  98.75, 10.6771
-55.00, 101.25, 10.9126
-55.00, 103.75, 11.1648
-55.00, 106.25, 11.4839
-55.00, 108.75, 11.8124
-55.00, 111.25, 12.1695
-55.00, 113.75, 12.3700
-55.00, 116.25, 12.4997
-55.00, 118.75, 12.5034
-55.00, 121.25, 12.3881
-55.00, 123.75, 12.2485
-55.00, 126.25, 12.0961
-55.00, 128.75, 11.9247
-55.00, 131.25, 11.8225
-55.00, 133.75, 11.8264
-55.00, 136.25, 11.7986
-55.00, 138.75, 11.7458
-55.00, 141.25, 11.6044
-55.00, 143.75, 11.4145
-55.00, 146.25, 11.2269
-55.00, 148.75, 11.0885
-55.00, 151.25, 10.8888
-55.00, 153.75, 10.6831
-55.00, 156.25, 10.5502
-55.00, 158.75, 10.4639
-55.00, 161.25, 10.5633
-55.00, 163.75, 10.7918
-55.00, 166.25, 10.9994
-55.00, 168.75, 11.1734
-55.00, 171.25, 11.1746
-55.00, 173.75, 11.1495
-55.00, 176.25, 11.0223
-55.00, 178.75, 11.1173
-55.00, 181.25, 11.3049
-55.00, 183.75, 11.3170
-55.00, 186.25, 11.2034
-55.00, 188.75, 11.0274
-55.00, 191.25, 10.8176
-55.00, 193.75, 10.6360
-55.00, 196.25, 10.5685
-55.00, 198.75, 10.5639
-55.00, 201.25, 10.6488
-55.00, 203.75, 10.7018
-55.00, 206.25, 10.6821
-55.00, 208.75, 10.6390
-55.00, 211.25, 10.5347
-55.00, 213.75, 10.5371
-55.00, 216.25, 10.8334
-55.00, 218.75, 11.3072
-55.00, 221.25, 11.4904
-55.00, 223.75, 11.4336
-55.00, 226.25, 11.5887
-55.00, 228.75, 11.8820
-55.00, 231.25, 12.2688
-55.00, 233.75, 12.3640
-55.00, 236.25, 12.2981
-55.00, 238.75, 12.2905
-55.00, 241.25, 12.2394
-55.00, 243.75, 12.1191
-55.00, 246.25, 11.8996
-55.00, 248.75, 11.6717
-55.00, 251.25, 11.5462
-55.00, 253.75, 11.4481
-55.00, 256.25, 11.4211
-55.00, 258.75, 11.4344
-55.00, 261.25, 11.4224
-55.00, 263.75, 11.3755
-55.00, 266.25, 11.2876
-55.00, 268.75, 11.1547
-55.00, 271.25, 11.0444
-55.00, 273.75, 10.9976
-55.00, 276.25, 10.9810
-55.00, 278.75, 11.1041
-55.00, 281.25, 11.1654
-55.00, 283.75, 11.4368
-55.00, 286.25, 10.6621
-55.00, 288.75,  9.1422
-55.00, 291.25,  7.9919
-55.00, 293.75,  8.9620
-55.00, 296.25,  9.7272
-55.00, 298.75,  9.7473
-55.00, 301.25,  9.7423
-55.00, 303.75,  9.8867
-55.00, 306.25, 10.0231
-55.00, 308.75, 10.0979
-55.00, 311.25, 10.1649
-55.00, 313.75, 10.3027
-55.00, 316.25, 10.3204
-55.00, 318.75, 10.2673
-55.00, 321.25, 10.1797
-55.00, 323.75, 10.0600
-55.00, 326.25,  9.8760
-55.00, 328.75,  9.7763
-55.00, 331.25,  9.7262
-55.00, 333.75,  9.7711
-55.00, 336.25,  9.8996
-55.00, 338.75,  9.9454
-55.00, 341.25,  9.9908
-55.00, 343.75, 10.1106
-55.00, 346.25, 10.3449
-55.00, 348.75, 10.5527
-55.00, 351.25, 10.6393
-55.00, 353.75, 10.5978
-55.00, 356.25, 10.5280
-55.00, 358.75, 10.5107
-53.00,   1.25, 10.9755
-53.00,   3.75, 10.8367
-53.00,   6.25, 10.6589
-53.00,   8.75, 10.4510
-53.00,  11.25, 10.2477
-53.00,  13.75, 10.1237
-53.00,  16.25, 10.0571
-53.00,  18.75, 10.0007
-53.00,  21.25,  9.9347
-53.00,  23.75,  9.8518
-53.00,  26.25,  9.8073
-53.00,  28.75,  9.7743
-53.00,  31.25,  9.7106
-53.00,  33.75,  9.5726
-53.00,  36.25,  9.3100
-53.00,  38.75,  8.9664
-53.00,  41.25,  8.6721
-53.00,  43.75,  8.5462
-53.00,  46.25,  8.4807
-53.00,  48.75,  8.5222
-53.00,  51.25,  8.6362
-53.00,  53.75,  8.8183
-53.00,  56.25,  9.1219
-53.00,  58.75,  9.2620
-53.00,  61.25,  9.2810
-53.00,  63.75,  9.4446
-53.00,  66.25,  9.5649
-53.00,  68.75,  9.7854
-53.00,  71.25, 10.0141
-53.00,  73.75, 10.1934
-53.00,  76.25, 10.2828
-53.00,  78.75, 10.2018
-53.00,  81.25, 10.2900
-53.00,  83.75, 10.4856
-53.00,  86.25, 10.5868
-53.00,  88.75, 10.6561
-53.00,  91.25, 10.7171
-53.00,  93.75, 10.9065
-53.00,  96.25, 11.1157
-53.00,  98.75, 11.3379
-53.00, 101.25, 11.5223
-53.00, 103.75, 11.7011
-53.00, 106.25, 11.8784
-53.00, 108.75, 12.0749
-53.00, 111.25, 12.3000
-53.00, 113.75, 12.4821
-53.00, 116.25, 12.7972
-53.00, 118.75, 12.9972
-53.00, 121.25, 13.0180
-53.00, 123.75, 12.9313
-53.00, 126.25, 12.7068
-53.00, 128.75, 12.4285
-53.00, 131.25, 12.1515
-53.00, 133.75, 11.9603
-53.00, 136.25, 11.8231
-53.00, 138.75, 11.7308
-53.00, 141.25, 11.5898
-53.00, 143.75, 11.5938
-53.00, 146.25, 11.6405
-53.00, 148.75, 11.6346
-53.00, 151.25, 11.3737
-53.00, 153.75, 11.0530
-53.00, 156.25, 10.9353
-53.00, 158.75, 10.9753
-53.00, 161.25, 11.1239
-53.00, 163.75, 11.2127
-53.00, 166.25, 11.3340
-53.00, 168.75, 11.3811
-53.00, 171.25, 11.5900
-53.00, 173.75, 11.7292
-53.00, 176.25, 11.5088
-53.00, 178.75, 11.2664
-53.00, 181.25, 11.1785
-53.00, 183.75, 11.0810
-53.00, 186.25, 10.7982
-53.00, 188.75, 10.4795
-53.00, 191.25, 10.1668
-53.00, 193.75,  9.9489
-53.00, 196.25,  9.8401
-53.00, 198.75,  9.8828
-53.00, 201.25,  9.9029
-53.00, 203.75,  9.8535
-53.00, 206.25,  9.7784
-53.00, 208.75,  9.7780
-53.00, 211.25,  9.7370
-53.00, 213.75,  9.8447
-53.00, 216.25, 10.2693
-53.00, 218.75, 10.7596
-53.00, 221.25, 11.0042
-53.00, 223.75, 11.1358
-53.00, 226.25, 11.3960
-53.00, 228.75, 11.7047
-53.00, 231.25, 11.9719
-53.00, 233.75, 12.0331
-53.00, 236.25, 11.9570
-53.00, 238.75, 11.9706
-53.00, 241.25, 12.0788
-53.00, 243.75, 12.2461
-53.00, 246.25, 12.2809
-53.00, 248.75, 12.1779
-53.00, 251.25, 12.0551
-53.00, 253.75, 11.9915
-53.00, 256.25, 11.9872
-53.00, 258.75, 12.0017
-53.00, 261.25, 12.0106
-53.00, 263.75, 11.9899
-53.00, 266.25, 11.9570
-53.00, 268.75, 11.8591
-53.00, 271.25, 11.7343
-53.00, 273.75, 11.6279
-53.00, 276.25, 11.5113
-53.00, 278.75, 11.5123
-53.00, 281.25, 11.5385
-53.00, 283.75, 11.6693
-53.00, 286.25,  6.7849
-53.00, 288.75,  5.1348
-53.00, 291.25,  4.7375
-53.00, 293.75,  8.0957
-53.00, 296.25,  9.5412
-53.00, 298.75,  9.5309
-53.00, 301.25,  9.3448
-53.00, 303.75,  9.6256
-53.00, 306.25,  9.7115
-53.00, 308.75,  9.7964
-53.00, 311.25,  9.9104
-53.00, 313.75,  9.9878
-53.00, 316.25, 10.0643
-53.00, 318.75, 10.0956
-53.00, 321.25, 10.0601
-53.00, 323.75, 10.0918
-53.00, 326.25,  9.9911
-53.00, 328.75,  9.9790
-53.00, 331.25,  9.9820
-53.00, 333.75, 10.0185
-53.00, 336.25, 10.1366
-53.00, 338.75, 10.3239
-53.00, 341.25, 10.6076
-53.00, 343.75, 10.8796
-53.00, 346.25, 11.1012
-53.00, 348.75, 11.1927
-53.00, 351.25, 11.1642
-53.00, 353.75, 11.0969
-53.00, 356.25, 11.0955
-53.00, 358.75, 11.0720
-51.00,   1.25, 11.2887
-51.00,   3.75, 11.0749
-51.00,   6.25, 10.8982
-51.00,   8.75, 10.7488
-51.00,  11.25, 10.5372
-51.00,  13.75, 10.3872
-51.00,  16.25, 10.2953
-51.00,  18.75, 10.1756
-51.00,  21.25, 10.0937
-51.00,  23.75, 10.0350
-51.00,  26.25, 10.0254
-51.00,  28.75, 10.0224
-51.00,  31.25, 10.0598
-51.00,  33.75, 10.0093
-51.00,  36.25,  9.8530
-51.00,  38.75,  9.6047
-51.00,  41.25,  9.3485
-51.00,  43.75,  9.1634
-51.00,  46.25,  9.1006
-51.00,  48.75,  9.1016
-51.00,  51.25,  9.1344
-51.00,  53.75,  9.2560
-51.00,  56.25,  9.5055
-51.00,  58.75,  9.5938
-51.00,  61.25,  9.8172
-51.00,  63.75, 10.0522
-51.00,  66.25, 10.1886
-51.00,  68.75, 10.1659
-51.00,  71.25, 10.2342
-51.00,  73.75, 10.3422
-51.00,  76.25, 10.2795
-51.00,  78.75, 10.1825
-51.00,  81.25, 10.2742
-51.00,  83.75, 10.4618
-51.00,  86.25, 10.6472
-51.00,  88.75, 10.7719
-51.00,  91.25, 11.0132
-51.00,  93.75, 11.2959
-51.00,  96.25, 11.4527
-51.00,  98.75, 11.5197
-51.00, 101.25, 11.6176
-51.00, 103.75, 11.6964
-51.00, 106.25, 11.7337
-51.00, 108.75, 11.7828
-51.00, 111.25, 11.8755
-51.00, 113.75, 12.0850
-51.00, 116.25, 12.4086
-51.00, 118.75, 12.6002
-51.00, 121.25, 12.6631
-51.00, 123.75, 12.6665
-51.00, 126.25, 12.5114
-51.00, 128.75, 12.2472
-51.00, 131.25, 12.0019
-51.00, 133.75, 11.7972
-51.00, 136.25, 11.6477
-51.00, 138.75, 11.5348
-51.00, 141.25, 11.4938
-51.00, 143.75, 11.5193
-51.00, 146.25, 11.5411
-51.00, 148.75, 11.4981
-51.00, 151.25, 11.2459
-51.00, 153.75, 11.0306
-51.00, 156.25, 10.9873
-51.00, 158.75, 11.0306
-51.00, 161.25, 11.1896
-51.00, 163.75, 11.5092
-51.00, 166.25, 11.6203
-51.00, 168.75, 11.6726
-51.00, 171.25, 11.7021
-51.00, 173.75, 11.6667
-51.00, 176.25, 11.3863
-51.00, 178.75, 11.0043
-51.00, 181.25, 10.6799
-51.00, 183.75, 10.3395
-51.00, 186.25, 10.0308
-51.00, 188.75,  9.7050
-51.00, 191.25,  9.4029
-51.00, 193.75,  9.1905
-51.00, 196.25,  9.1293
-51.00, 198.75,  9.0644
-51.00, 201.25,  8.9822
-51.00, 203.75,  8.8472
-51.00, 206.25,  8.8079
-51.00, 208.75,  8.8392
-51.00, 211.25,  8.8033
-51.00, 213.75,  8.9363
-51.00, 216.25,  9.3556
-51.00, 218.75,  9.9368
-51.00, 221.25, 10.4032
-51.00, 223.75, 10.6993
-51.00, 226.25, 10.9362
-51.00, 228.75, 11.1553
-51.00, 231.25, 11.3267
-51.00, 233.75, 11.3307
-51.00, 236.25, 11.3226
-51.00, 238.75, 11.3896
-51.00, 241.25, 11.5941
-51.00, 243.75, 11.8922
-51.00, 246.25, 12.1610
-51.00, 248.75, 12.2726
-51.00, 251.25, 12.2534
-51.00, 253.75, 12.2056
-51.00, 256.25, 12.2329
-51.00, 258.75, 12.2979
-51.00, 261.25, 12.3797
-51.00, 263.75, 12.4544
-51.00, 266.25, 12.4442
-51.00, 268.75, 12.3743
-51.00, 271.25, 12.1804
-51.00, 273.75, 11.9554
-51.00, 276.25, 11.6832
-51.00, 278.75, 11.5786
-51.00, 281.25, 11.5571
-51.00, 283.75, 10.0213
-51.00, 286.25,  4.5332
-51.00, 288.75,  4.3920
-51.00, 291.25,  6.2554
-51.00, 293.75,  8.9702
-51.00, 296.25,  9.4162
-51.00, 298.75,  7.0456
-51.00, 301.25,  5.9402
-51.00, 303.75,  9.2156
-51.00, 306.25,  9.5569
-51.00, 308.75,  9.4763
-51.00, 311.25,  9.5023
-51.00, 313.75,  9.5671
-51.00, 316.25,  9.6072
-51.00, 318.75,  9.6374
-51.00, 321.25,  9.6872
-51.00, 323.75,  9.7159
-51.00, 326.25,  9.7444
-51.00, 328.75,  9.9241
-51.00, 331.25, 10.1556
-51.00, 333.75, 10.2268
-51.00, 336.25, 10.3465
-51.00, 338.75, 10.6013
-51.00, 341.25, 10.8410
-51.00, 343.75, 11.0575
-51.00, 346.25, 11.1622
-51.00, 348.75, 11.0843
-51.00, 351.25, 10.9786
-51.00, 353.75, 11.0429
-51.00, 356.25, 11.2159
-51.00, 358.75, 11.3547
-49.00,   1.25, 11.2602
-49.00,   3.75, 11.1524
-49.00,   6.25, 11.0038
-49.00,   8.75, 10.9470
-49.00,  11.25, 10.9721
-49.00,  13.75, 10.9059
-49.00,  16.25, 10.8019
-49.00,  18.75, 10.6561
-49.00,  21.25, 10.6085
-49.00,  23.75, 10.5952
-49.00,  26.25, 10.5458
-49.00,  28.75, 10.5684
-49.00,  31.25, 10.6304
-49.00,  33.75, 10.6359
-49.00,  36.25, 10.5200
-49.00,  38.75, 10.2890
-49.00,  41.25, 10.0972
-49.00,  43.75,  9.9223
-49.00,  46.25,  9.7812
-49.00,  48.75,  9.6946
-49.00,  51.25,  9.6437
-49.00,  53.75,  9.6193
-49.00,  56.25,  9.7440
-49.00,  58.75, 10.0773
-49.00,  61.25, 10.3855
-49.00,  63.75, 10.2740
-49.00,  66.25, 10.1688
-49.00,  68.75,  8.6106
-49.00,  71.25,  9.9676
-49.00,  73.75, 10.1853
-49.00,  76.25, 10.2140
-49.00,  78.75, 10.3079
-49.00,  81.25, 10.5589
-49.00,  83.75, 10.7612
-49.00,  86.25, 10.8718
-49.00,  88.75, 10.9569
-49.00,  91.25, 11.1811
-49.00,  93.75, 11.2527
-49.00,  96.25, 11.1180
-49.00,  98.75, 10.9452
-49.00, 101.25, 10.9503
-49.00, 103.75, 11.0793
-49.00, 106.25, 11.1148
-49.00, 108.75, 11.1602
-49.00, 111.25, 11.2996
-49.00, 113.75, 11.4696
-49.00, 116.25, 11.6649
-49.00, 118.75, 11.7708
-49.00, 121.25, 11.8079
-49.00, 123.75, 11.7913
-49.00, 126.25, 11.7603
-49.00, 128.75, 11.6949
-49.00, 131.25, 11.6029
-49.00, 133.75, 11.4985
-49.00, 136.25, 11.4085
-49.00, 138.75, 11.3232
-49.00, 141.25, 11.2281
-49.00, 143.75, 11.1213
-49.00, 146.25, 10.9877
-49.00, 148.75, 10.7877
-49.00, 151.25, 10.5168
-49.00, 153.75, 10.5011
-49.00, 156.25, 10.6583
-49.00, 158.75, 11.0697
-49.00, 161.25, 11.4685
-49.00, 163.75, 11.6591
-49.00, 166.25, 11.7286
-49.00, 168.75, 11.0899
-49.00, 171.25, 11.0513
-49.00, 173.75, 11.0392
-49.00, 176.25, 10.7158
-49.00, 178.75, 10.2895
-49.00, 181.25,  9.6949
-49.00, 183.75,  9.1194
-49.00, 186.25,  8.7791
-49.00, 188.75,  8.6045
-49.00, 191.25,  8.4517
-49.00, 193.75,  8.3383
-49.00, 196.25,  8.1989
-49.00, 198.75,  8.0033
-49.00, 201.25,  7.8319
-49.00, 203.75,  7.7304
-49.00, 206.25,  7.7330
-49.00, 208.75,  7.8842
-49.00, 211.25,  7.9686
-49.00, 213.75,  8.1569
-49.00, 216.25,  8.5574
-49.00, 218.75,  9.0155
-49.00, 221.25,  9.4135
-49.00, 223.75,  9.6698
-49.00, 226.25,  9.8622
-49.00, 228.75, 10.0713
-49.00, 231.25, 10.2513
-49.00, 233.75, 10.3232
-49.00, 236.25, 10.4211
-49.00, 238.75, 10.5977
-49.00, 241.25, 10.8377
-49.00, 243.75, 11.1719
-49.00, 246.25, 11.5096
-49.00, 248.75, 11.7463
-49.00, 251.25, 11.8594
-49.00, 253.75, 11.8900
-49.00, 256.25, 11.9875
-49.00, 258.75, 12.1097
-49.00, 261.25, 12.2270
-49.00, 263.75, 12.2981
-49.00, 266.25, 12.2865
-49.00, 268.75, 12.1667
-49.00, 271.25, 11.9248
-49.00, 273.75, 11.6413
-49.00, 276.25, 11.3753
-49.00, 278.75, 11.2454
-49.00, 281.25, 10.9576
-49.00, 283.75,  6.8288
-49.00, 286.25,  3.9178
-49.00, 288.75,  4.2450
-49.00, 291.25,  6.4034
-49.00, 293.75,  7.9495
-49.00, 296.25,  8.7836
-49.00, 298.75,  8.6667
-49.00, 301.25,  8.8634
-49.00, 303.75,  9.0914
-49.00, 306.25,  8.8604
-49.00, 308.75,  8.8625
-49.00, 311.25,  9.0319
-49.00, 313.75,  9.1083
-49.00, 316.25,  9.1410
-49.00, 318.75,  9.2026
-49.00, 321.25,  9.1785
-49.00, 323.75,  9.1855
-49.00, 326.25,  9.3920
-49.00, 328.75,  9.6957
-49.00, 331.25,  9.8637
-49.00, 333.75,  9.9468
-49.00, 336.25, 10.0443
-49.00, 338.75, 10.2397
-49.00, 341.25, 10.4861
-49.00, 343.75, 10.7031
-49.00, 346.25, 10.7225
-49.00, 348.75, 10.6751
-49.00, 351.25, 10.6326
-49.00, 353.75, 10.8936
-49.00, 356.25, 11.1400
-49.00, 358.75, 11.2501
-47.00,   1.25, 10.9822
-47.00,   3.75, 10.8663
-47.00,   6.25, 10.7248
-47.00,   8.75, 10.9015
-47.00,  11.25, 11.1373
-47.00,  13.75, 11.1528
-47.00,  16.25, 10.9540
-47.00,  18.75, 10.8217
-47.00,  21.25, 10.8294
-47.00,  23.75, 10.8522
-47.00,  26.25, 10.8067
-47.00,  28.75, 10.8147
-47.00,  31.25, 10.9013
-47.00,  33.75, 10.9473
-47.00,  36.25, 10.8420
-47.00,  38.75, 10.6833
-47.00,  41.25, 10.5039
-47.00,  43.75, 10.3720
-47.00,  46.25, 10.2989
-47.00,  48.75, 10.2707
-47.00,  51.25, 10.1331
-47.00,  53.75, 10.0023
-47.00,  56.25, 10.0075
-47.00,  58.75, 10.1163
-47.00,  61.25, 10.1832
-47.00,  63.75, 10.1421
-47.00,  66.25,  9.8594
-47.00,  68.75,  9.6735
-47.00,  71.25,  9.7296
-47.00,  73.75, 10.0737
-47.00,  76.25, 10.2108
-47.00,  78.75, 10.2841
-47.00,  81.25, 10.3887
-47.00,  83.75, 10.5458
-47.00,  86.25, 10.5537
-47.00,  88.75, 10.4568
-47.00,  91.25, 10.3822
-47.00,  93.75, 10.2246
-47.00,  96.25, 10.0031
-47.00,  98.75,  9.8823
-47.00, 101.25,  9.9734
-47.00, 103.75, 10.1191
-47.00, 106.25, 10.1787
-47.00, 108.75, 10.2553
-47.00, 111.25, 10.3536
-47.00, 113.75, 10.4557
-47.00, 116.25, 10.5063
-47.00, 118.75, 10.4889
-47.00, 121.25, 10.5700
-47.00, 123.75, 10.6509
-47.00, 126.25, 10.7409
-47.00, 128.75, 10.7897
-47.00, 131.25, 10.7686
-47.00, 133.75, 10.7071
-47.00, 136.25, 10.6618
-47.00, 138.75, 10.5663
-47.00, 141.25, 10.4830
-47.00, 143.75, 10.3502
-47.00, 146.25, 10.2714
-47.00, 148.75, 10.1128
-47.00, 151.25,  9.8095
-47.00, 153.75,  9.9473
-47.00, 156.25, 10.5446
-47.00, 158.75, 10.9419
-47.00, 161.25, 11.1408
-47.00, 163.75, 11.2603
-47.00, 166.25, 11.2654
-47.00, 168.75,  8.6032
-47.00, 171.25,  9.7155
-47.00, 173.75,  9.8149
-47.00, 176.25,  9.3063
-47.00, 178.75,  8.8241
-47.00, 181.25,  8.4291
-47.00, 183.75,  8.1645
-47.00, 186.25,  8.0652
-47.00, 188.75,  7.9841
-47.00, 191.25,  7.9283
-47.00, 193.75,  7.7580
-47.00, 196.25,  7.5035
-47.00, 198.75,  7.2350
-47.00, 201.25,  7.0286
-47.00, 203.75,  6.9897
-47.00, 206.25,  7.1361
-47.00, 208.75,  7.2781
-47.00, 211.25,  7.3920
-47.00, 213.75,  7.6250
-47.00, 216.25,  7.9936
-47.00, 218.75,  8.3372
-47.00, 221.25,  8.5585
-47.00, 223.75,  8.6494
-47.00, 226.25,  8.7463
-47.00, 228.75,  8.8622
-47.00, 231.25,  8.9964
-47.00, 233.75,  9.1781
-47.00, 236.25,  9.3880
-47.00, 238.75,  9.5963
-47.00, 241.25,  9.8760
-47.00, 243.75, 10.2016
-47.00, 246.25, 10.5435
-47.00, 248.75, 10.8185
-47.00, 251.25, 10.9531
-47.00, 253.75, 11.0777
-47.00, 256.25, 11.2396
-47.00, 258.75, 11.4149
-47.00, 261.25, 11.5352
-47.00, 263.75, 11.5846
-47.00, 266.25, 11.5776
-47.00, 268.75, 11.4414
-47.00, 271.25, 11.2646
-47.00, 273.75, 11.0725
-47.00, 276.25, 10.9230
-47.00, 278.75, 10.6929
-47.00, 281.25, 10.4216
-47.00, 283.75,  8.2226
-47.00, 286.25,  3.5196
-47.00, 288.75,  3.8769
-47.00, 291.25,  5.1094
-47.00, 293.75,  6.1078
-47.00, 296.25,  7.7670
-47.00, 298.75,  7.9253
-47.00, 301.25,  8.0658
-47.00, 303.75,  7.8230
-47.00, 306.25,  7.9358
-47.00, 308.75,  8.2566
-47.00, 311.25,  8.6030
-47.00, 313.75,  8.7629
-47.00, 316.25,  8.8544
-47.00, 318.75,  8.9478
-47.00, 321.25,  9.0431
-47.00, 323.75,  9.1595
-47.00, 326.25,  9.1808
-47.00, 328.75,  9.2881
-47.00, 331.25,  9.4336
-47.00, 333.75,  9.6821
-47.00, 336.25,  9.9037
-47.00, 338.75, 10.1012
-47.00, 341.25, 10.2487
-47.00, 343.75, 10.2875
-47.00, 346.25, 10.2678
-47.00, 348.75, 10.2399
-47.00, 351.25, 10.4313
-47.00, 353.75, 10.7011
-47.00, 356.25, 10.8829
-47.00, 358.75, 10.9458
-45.00,   1.25, 10.1815
-45.00,   3.75, 10.1661
-45.00,   6.25, 10.1435
-45.00,   8.75, 10.3665
-45.00,  11.25, 10.6437
-45.00,  13.75, 10.6523
-45.00,  16.25, 10.4684
-45.00,  18.75, 10.3697
-45.00,  21.25, 10.3650
-45.00,  23.75, 10.3684
-45.00,  26.25, 10.3159
-45.00,  28.75, 10.3582
-45.00,  31.25, 10.5251
-45.00,  33.75, 10.5776
-45.00,  36.25, 10.4832
-45.00,  38.75, 10.3704
-45.00,  41.25, 10.2955
-45.00,  43.75, 10.2875
-45.00,  46.25, 10.3249
-45.00,  48.75, 10.2320
-45.00,  51.25, 10.1830
-45.00,  53.75, 10.0199
-45.00,  56.25,  9.8455
-45.00,  58.75,  9.7827
-45.00,  61.25,  9.6890
-45.00,  63.75,  9.4062
-45.00,  66.25,  9.2807
-45.00,  68.75,  9.2241
-45.00,  71.25,  9.3575
-45.00,  73.75,  9.4085
-45.00,  76.25,  9.5603
-45.00,  78.75,  9.5884
-45.00,  81.25,  9.6733
-45.00,  83.75,  9.6127
-45.00,  86.25,  9.4567
-45.00,  88.75,  9.2682
-45.00,  91.25,  9.1024
-45.00,  93.75,  8.9440
-45.00,  96.25,  8.8430
-45.00,  98.75,  8.8518
-45.00, 101.25,  8.8860
-45.00, 103.75,  8.8692
-45.00, 106.25,  8.8536
-45.00, 108.75,  8.9094
-45.00, 111.25,  8.8945
-45.00, 113.75,  8.8990
-45.00, 116.25,  8.8676
-45.00, 118.75,  8.9137
-45.00, 121.25,  9.0293
-45.00, 123.75,  9.1664
-45.00, 126.25,  9.2826
-45.00, 128.75,  9.3774
-45.00, 131.25,  9.4306
-45.00, 133.75,  9.4422
-45.00, 136.25,  9.4109
-45.00, 138.75,  9.4261
-45.00, 141.25,  9.4060
-45.00, 143.75,  9.3630
-45.00, 146.25,  9.1738
-45.00, 148.75,  9.6885
-45.00, 151.25,  9.5585
-45.00, 153.75,  9.5203
-45.00, 156.25,  9.9970
-45.00, 158.75, 10.2467
-45.00, 161.25, 10.3458
-45.00, 163.75, 10.1343
-45.00, 166.25,  8.4586
-45.00, 168.75,  3.6825
-45.00, 171.25,  5.8754
-45.00, 173.75,  8.2083
-45.00, 176.25,  7.7481
-45.00, 178.75,  7.8029
-45.00, 181.25,  7.9423
-45.00, 183.75,  7.8314
-45.00, 186.25,  7.6958
-45.00, 188.75,  7.7115
-45.00, 191.25,  7.6176
-45.00, 193.75,  7.4774
-45.00, 196.25,  7.2994
-45.00, 198.75,  7.0239
-45.00, 201.25,  6.8400
-45.00, 203.75,  6.9009
-45.00, 206.25,  7.0312
-45.00, 208.75,  7.0662
-45.00, 211.25,  7.1709
-45.00, 213.75,  7.2768
-45.00, 216.25,  7.4156
-45.00, 218.75,  7.6159
-45.00, 221.25,  7.7702
-45.00, 223.75,  7.9152
