"LAT","LON","SFCWind (m/s)"
-88.73,   0.00,  5.5822
-88.73,   2.81,  5.5809
-88.73,   5.62,  5.5783
-88.73,   8.44,  5.5745
-88.73,  11.25,  5.5696
-88.73,  14.06,  5.5637
-88.73,  16.88,  5.5571
-88.73,  19.69,  5.5497
-88.73,  22.50,  5.5417
-88.73,  25.31,  5.5333
-88.73,  28.12,  5.5246
-88.73,  30.94,  5.5156
-88.73,  33.75,  5.5065
-88.73,  36.56,  5.4974
-88.73,  39.38,  5.4885
-88.73,  42.19,  5.4797
-88.73,  45.00,  5.4712
-88.73,  47.81,  5.4630
-88.73,  50.62,  5.4554
-88.73,  53.44,  5.4482
-88.73,  56.25,  5.4416
-88.73,  59.06,  5.4356
-88.73,  61.88,  5.4303
-88.73,  64.69,  5.4257
-88.73,  67.50,  5.4219
-88.73,  70.31,  5.4188
-88.73,  73.12,  5.4165
-88.73,  75.94,  5.4150
-88.73,  78.75,  5.4144
-88.73,  81.56,  5.4145
-88.73,  84.38,  5.4153
-88.73,  87.19,  5.4170
-88.73,  90.00,  5.4194
-88.73,  92.81,  5.4225
-88.73,  95.62,  5.4262
-88.73,  98.44,  5.4306
-88.73, 101.25,  5.4356
-88.73, 104.06,  5.4411
-88.73, 106.88,  5.4471
-88.73, 109.69,  5.4534
-88.73, 112.50,  5.4601
-88.73, 115.31,  5.4669
-88.73, 118.12,  5.4740
-88.73, 120.94,  5.4811
-88.73, 123.75,  5.4882
-88.73, 126.56,  5.4951
-88.73, 129.38,  5.5018
-88.73, 132.19,  5.5081
-88.73, 135.00,  5.5141
-88.73, 137.81,  5.5194
-88.73, 140.62,  5.5241
-88.73, 143.44,  5.5279
-88.73, 146.25,  5.5309
-88.73, 149.06,  5.5329
-88.73, 151.88,  5.5338
-88.73, 154.69,  5.5334
-88.73, 157.50,  5.5317
-88.73, 160.31,  5.5286
-88.73, 163.12,  5.5241
-88.73, 165.94,  5.5179
-88.73, 168.75,  5.5102
-88.73, 171.56,  5.5008
-88.73, 174.38,  5.4896
-88.73, 177.19,  5.4768
-88.73, 180.00,  5.4622
-88.73, 182.81,  5.4459
-88.73, 185.62,  5.4280
-88.73, 188.44,  5.4084
-88.73, 191.25,  5.3874
-88.73, 194.06,  5.3648
-88.73, 196.88,  5.3410
-88.73, 199.69,  5.3160
-88.73, 202.50,  5.2900
-88.73, 205.31,  5.2631
-88.73, 208.12,  5.2356
-88.73, 210.94,  5.2078
-88.73, 213.75,  5.1797
-88.73, 216.56,  5.1517
-88.73, 219.38,  5.1241
-88.73, 222.19,  5.0971
-88.73, 225.00,  5.0710
-88.73, 227.81,  5.0460
-88.73, 230.62,  5.0226
-88.73, 233.44,  5.0008
-88.73, 236.25,  4.9810
-88.73, 239.06,  4.9634
-88.73, 241.88,  4.9483
-88.73, 244.69,  4.9358
-88.73, 247.50,  4.9261
-88.73, 250.31,  4.9193
-88.73, 253.12,  4.9155
-88.73, 255.94,  4.9149
-88.73, 258.75,  4.9173
-88.73, 261.56,  4.9228
-88.73, 264.38,  4.9314
-88.73, 267.19,  4.9428
-88.73, 270.00,  4.9571
-88.73, 272.81,  4.9739
-88.73, 275.62,  4.9932
-88.73, 278.44,  5.0147
-88.73, 281.25,  5.0381
-88.73, 284.06,  5.0632
-88.73, 286.88,  5.0898
-88.73, 289.69,  5.1176
-88.73, 292.50,  5.1462
-88.73, 295.31,  5.1754
-88.73, 298.12,  5.2050
-88.73, 300.94,  5.2346
-88.73, 303.75,  5.2641
-88.73, 306.56,  5.2932
-88.73, 309.38,  5.3216
-88.73, 312.19,  5.3492
-88.73, 315.00,  5.3758
-88.73, 317.81,  5.4012
-88.73, 320.62,  5.4252
-88.73, 323.44,  5.4478
-88.73, 326.25,  5.4687
-88.73, 329.06,  5.4880
-88.73, 331.88,  5.5056
-88.73, 334.69,  5.5213
-88.73, 337.50,  5.5352
-88.73, 340.31,  5.5473
-88.73, 343.12,  5.5575
-88.73, 345.94,  5.5659
-88.73, 348.75,  5.5725
-88.73, 351.56,  5.5774
-88.73, 354.38,  5.5805
-88.73, 357.19,  5.5821
-87.09,   0.00,  6.1777
-87.09,   2.81,  6.1364
-87.09,   5.62,  6.0912
-87.09,   8.44,  6.0429
-87.09,  11.25,  5.9923
-87.09,  14.06,  5.9401
-87.09,  16.88,  5.8871
-87.09,  19.69,  5.8338
-87.09,  22.50,  5.7810
-87.09,  25.31,  5.7293
-87.09,  28.12,  5.6790
-87.09,  30.94,  5.6308
-87.09,  33.75,  5.5850
-87.09,  36.56,  5.5419
-87.09,  39.38,  5.5019
-87.09,  42.19,  5.4651
-87.09,  45.00,  5.4318
-87.09,  47.81,  5.4021
-87.09,  50.62,  5.3762
-87.09,  53.44,  5.3541
-87.09,  56.25,  5.3360
-87.09,  59.06,  5.3218
-87.09,  61.88,  5.3116
-87.09,  64.69,  5.3054
-87.09,  67.50,  5.3032
-87.09,  70.31,  5.3049
-87.09,  73.12,  5.3104
-87.09,  75.94,  5.3197
-87.09,  78.75,  5.3325
-87.09,  81.56,  5.3487
-87.09,  84.38,  5.3682
-87.09,  87.19,  5.3907
-87.09,  90.00,  5.4160
-87.09,  92.81,  5.4439
-87.09,  95.62,  5.4742
-87.09,  98.44,  5.5066
-87.09, 101.25,  5.5409
-87.09, 104.06,  5.5770
-87.09, 106.88,  5.6147
-87.09, 109.69,  5.6538
-87.09, 112.50,  5.6941
-87.09, 115.31,  5.7354
-87.09, 118.12,  5.7777
-87.09, 120.94,  5.8208
-87.09, 123.75,  5.8646
-87.09, 126.56,  5.9087
-87.09, 129.38,  5.9532
-87.09, 132.19,  5.9976
-87.09, 135.00,  6.0418
-87.09, 137.81,  6.0854
-87.09, 140.62,  6.1282
-87.09, 143.44,  6.1696
-87.09, 146.25,  6.2092
-87.09, 149.06,  6.2466
-87.09, 151.88,  6.2812
-87.09, 154.69,  6.3124
-87.09, 157.50,  6.3397
-87.09, 160.31,  6.3625
-87.09, 163.12,  6.3801
-87.09, 165.94,  6.3920
-87.09, 168.75,  6.3976
-87.09, 171.56,  6.3963
-87.09, 174.38,  6.3879
-87.09, 177.19,  6.3718
-87.09, 180.00,  6.3477
-87.09, 182.81,  6.3154
-87.09, 185.62,  6.2748
-87.09, 188.44,  6.2257
-87.09, 191.25,  6.1682
-87.09, 194.06,  6.1024
-87.09, 196.88,  6.0284
-87.09, 199.69,  5.9466
-87.09, 202.50,  5.8574
-87.09, 205.31,  5.7610
-87.09, 208.12,  5.6581
-87.09, 210.94,  5.5492
-87.09, 213.75,  5.4351
-87.09, 216.56,  5.3165
-87.09, 219.38,  5.1944
-87.09, 222.19,  5.0699
-87.09, 225.00,  4.9444
-87.09, 227.81,  4.8192
-87.09, 230.62,  4.6959
-87.09, 233.44,  4.5766
-87.09, 236.25,  4.4631
-87.09, 239.06,  4.3578
-87.09, 241.88,  4.2628
-87.09, 244.69,  4.1806
-87.09, 247.50,  4.1132
-87.09, 250.31,  4.0626
-87.09, 253.12,  4.0302
-87.09, 255.94,  4.0171
-87.09, 258.75,  4.0237
-87.09, 261.56,  4.0496
-87.09, 264.38,  4.0939
-87.09, 267.19,  4.1550
-87.09, 270.00,  4.2311
-87.09, 272.81,  4.3199
-87.09, 275.62,  4.4191
-87.09, 278.44,  4.5264
-87.09, 281.25,  4.6394
-87.09, 284.06,  4.7561
-87.09, 286.88,  4.8747
-87.09, 289.69,  4.9936
-87.09, 292.50,  5.1113
-87.09, 295.31,  5.2268
-87.09, 298.12,  5.3391
-87.09, 300.94,  5.4475
-87.09, 303.75,  5.5513
-87.09, 306.56,  5.6499
-87.09, 309.38,  5.7430
-87.09, 312.19,  5.8301
-87.09, 315.00,  5.9108
-87.09, 317.81,  5.9849
-87.09, 320.62,  6.0519
-87.09, 323.44,  6.1115
-87.09, 326.25,  6.1635
-87.09, 329.06,  6.2077
-87.09, 331.88,  6.2438
-87.09, 334.69,  6.2717
-87.09, 337.50,  6.2914
-87.09, 340.31,  6.3029
-87.09, 343.12,  6.3064
-87.09, 345.94,  6.3020
-87.09, 348.75,  6.2902
-87.09, 351.56,  6.2713
-87.09, 354.38,  6.2458
-87.09, 357.19,  6.2144
-85.43,   0.00,  6.5490
-85.43,   2.81,  6.4301
-85.43,   5.62,  6.3029
-85.43,   8.44,  6.1699
-85.43,  11.25,  6.0333
-85.43,  14.06,  5.8953
-85.43,  16.88,  5.7581
-85.43,  19.69,  5.6233
-85.43,  22.50,  5.4927
-85.43,  25.31,  5.3674
-85.43,  28.12,  5.2486
-85.43,  30.94,  5.1370
-85.43,  33.75,  5.0332
-85.43,  36.56,  4.9378
-85.43,  39.38,  4.8511
-85.43,  42.19,  4.7733
-85.43,  45.00,  4.7050
-85.43,  47.81,  4.6462
-85.43,  50.62,  4.5975
-85.43,  53.44,  4.5593
-85.43,  56.25,  4.5319
-85.43,  59.06,  4.5159
-85.43,  61.88,  4.5115
-85.43,  64.69,  4.5190
-85.43,  67.50,  4.5386
-85.43,  70.31,  4.5699
-85.43,  73.12,  4.6128
-85.43,  75.94,  4.6663
-85.43,  78.75,  4.7297
-85.43,  81.56,  4.8017
-85.43,  84.38,  4.8809
-85.43,  87.19,  4.9658
-85.43,  90.00,  5.0548
-85.43,  92.81,  5.1464
-85.43,  95.62,  5.2391
-85.43,  98.44,  5.3318
-85.43, 101.25,  5.4235
-85.43, 104.06,  5.5134
-85.43, 106.88,  5.6010
-85.43, 109.69,  5.6863
-85.43, 112.50,  5.7692
-85.43, 115.31,  5.8499
-85.43, 118.12,  5.9289
-85.43, 120.94,  6.0065
-85.43, 123.75,  6.0833
-85.43, 126.56,  6.1598
-85.43, 129.38,  6.2365
-85.43, 132.19,  6.3137
-85.43, 135.00,  6.3916
-85.43, 137.81,  6.4703
-85.43, 140.62,  6.5495
-85.43, 143.44,  6.6288
-85.43, 146.25,  6.7076
-85.43, 149.06,  6.7849
-85.43, 151.88,  6.8595
-85.43, 154.69,  6.9299
-85.43, 157.50,  6.9946
-85.43, 160.31,  7.0517
-85.43, 163.12,  7.0995
-85.43, 165.94,  7.1363
-85.43, 168.75,  7.1602
-85.43, 171.56,  7.1700
-85.43, 174.38,  7.1643
-85.43, 177.19,  7.1424
-85.43, 180.00,  7.1038
-85.43, 182.81,  7.0484
-85.43, 185.62,  6.9766
-85.43, 188.44,  6.8890
-85.43, 191.25,  6.7866
-85.43, 194.06,  6.6706
-85.43, 196.88,  6.5423
-85.43, 199.69,  6.4030
-85.43, 202.50,  6.2538
-85.43, 205.31,  6.0957
-85.43, 208.12,  5.9293
-85.43, 210.94,  5.7552
-85.43, 213.75,  5.5732
-85.43, 216.56,  5.3830
-85.43, 219.38,  5.1843
-85.43, 222.19,  4.9765
-85.43, 225.00,  4.7591
-85.43, 227.81,  4.5320
-85.43, 230.62,  4.2957
-85.43, 233.44,  4.0517
-85.43, 236.25,  3.8028
-85.43, 239.06,  3.5532
-85.43, 241.88,  3.3095
-85.43, 244.69,  3.0806
-85.43, 247.50,  2.8780
-85.43, 250.31,  2.7155
-85.43, 253.12,  2.6075
-85.43, 255.94,  2.5655
-85.43, 258.75,  2.5952
-85.43, 261.56,  2.6936
-85.43, 264.38,  2.8504
-85.43, 267.19,  3.0514
-85.43, 270.00,  3.2818
-85.43, 272.81,  3.5283
-85.43, 275.62,  3.7803
-85.43, 278.44,  4.0296
-85.43, 281.25,  4.2704
-85.43, 284.06,  4.4991
-85.43, 286.88,  4.7138
-85.43, 289.69,  4.9140
-85.43, 292.50,  5.1004
-85.43, 295.31,  5.2745
-85.43, 298.12,  5.4380
-85.43, 300.94,  5.5932
-85.43, 303.75,  5.7416
-85.43, 306.56,  5.8850
-85.43, 309.38,  6.0240
-85.43, 312.19,  6.1588
-85.43, 315.00,  6.2890
-85.43, 317.81,  6.4134
-85.43, 320.62,  6.5304
-85.43, 323.44,  6.6381
-85.43, 326.25,  6.7343
-85.43, 329.06,  6.8169
-85.43, 331.88,  6.8841
-85.43, 334.69,  6.9341
-85.43, 337.50,  6.9656
-85.43, 340.31,  6.9779
-85.43, 343.12,  6.9704
-85.43, 345.94,  6.9434
-85.43, 348.75,  6.8974
-85.43, 351.56,  6.8334
-85.43, 354.38,  6.7527
-85.43, 357.19,  6.6573
-83.77,   0.00,  6.7833
-83.77,   2.81,  6.5688
-83.77,   5.62,  6.3376
-83.77,   8.44,  6.0944
-83.77,  11.25,  5.8435
-83.77,  14.06,  5.5894
-83.77,  16.88,  5.3359
-83.77,  19.69,  5.0863
-83.77,  22.50,  4.8431
-83.77,  25.31,  4.6084
-83.77,  28.12,  4.3835
-83.77,  30.94,  4.1690
-83.77,  33.75,  3.9655
-83.77,  36.56,  3.7733
-83.77,  39.38,  3.5928
-83.77,  42.19,  3.4248
-83.77,  45.00,  3.2703
-83.77,  47.81,  3.1313
-83.77,  50.62,  3.0100
-83.77,  53.44,  2.9093
-83.77,  56.25,  2.8324
-83.77,  59.06,  2.7827
-83.77,  61.88,  2.7631
-83.77,  64.69,  2.7765
-83.77,  67.50,  2.8243
-83.77,  70.31,  2.9073
-83.77,  73.12,  3.0242
-83.77,  75.94,  3.1727
-83.77,  78.75,  3.3488
-83.77,  81.56,  3.5473
-83.77,  84.38,  3.7621
-83.77,  87.19,  3.9868
-83.77,  90.00,  4.2148
-83.77,  92.81,  4.4403
-83.77,  95.62,  4.6580
-83.77,  98.44,  4.8638
-83.77, 101.25,  5.0551
-83.77, 104.06,  5.2301
-83.77, 106.88,  5.3886
-83.77, 109.69,  5.5312
-83.77, 112.50,  5.6594
-83.77, 115.31,  5.7752
-83.77, 118.12,  5.8807
-83.77, 120.94,  5.9783
-83.77, 123.75,  6.0703
-83.77, 126.56,  6.1587
-83.77, 129.38,  6.2453
-83.77, 132.19,  6.3317
-83.77, 135.00,  6.4193
-83.77, 137.81,  6.5091
-83.77, 140.62,  6.6015
-83.77, 143.44,  6.6966
-83.77, 146.25,  6.7938
-83.77, 149.06,  6.8919
-83.77, 151.88,  6.9887
-83.77, 154.69,  7.0813
-83.77, 157.50,  7.1662
-83.77, 160.31,  7.2393
-83.77, 163.12,  7.2963
-83.77, 165.94,  7.3327
-83.77, 168.75,  7.3447
-83.77, 171.56,  7.3290
-83.77, 174.38,  7.2834
-83.77, 177.19,  7.2070
-83.77, 180.00,  7.1003
-83.77, 182.81,  6.9652
-83.77, 185.62,  6.8054
-83.77, 188.44,  6.6254
-83.77, 191.25,  6.4312
-83.77, 194.06,  6.2291
-83.77, 196.88,  6.0256
-83.77, 199.69,  5.8271
-83.77, 202.50,  5.6385
-83.77, 205.31,  5.4635
-83.77, 208.12,  5.3034
-83.77, 210.94,  5.1574
-83.77, 213.75,  5.0220
-83.77, 216.56,  4.8914
-83.77, 219.38,  4.7584
-83.77, 222.19,  4.6148
-83.77, 225.00,  4.4521
-83.77, 227.81,  4.2626
-83.77, 230.62,  4.0396
-83.77, 233.44,  3.7781
-83.77, 236.25,  3.4755
-83.77, 239.06,  3.1315
-83.77, 241.88,  2.7489
-83.77, 244.69,  2.3348
-83.77, 247.50,  1.9031
-83.77, 250.31,  1.4824
-83.77, 253.12,  1.1366
-83.77, 255.94,  0.9959
-83.77, 258.75,  1.1599
-83.77, 261.56,  1.5347
-83.77, 264.38,  1.9938
-83.77, 267.19,  2.4720
-83.77, 270.00,  2.9374
-83.77, 272.81,  3.3715
-83.77, 275.62,  3.7626
-83.77, 278.44,  4.1033
-83.77, 281.25,  4.3903
-83.77, 284.06,  4.6240
-83.77, 286.88,  4.8082
-83.77, 289.69,  4.9505
-83.77, 292.50,  5.0611
-83.77, 295.31,  5.1522
-83.77, 298.12,  5.2370
-83.77, 300.94,  5.3280
-83.77, 303.75,  5.4355
-83.77, 306.56,  5.5664
-83.77, 309.38,  5.7232
-83.77, 312.19,  5.9046
-83.77, 315.00,  6.1054
-83.77, 317.81,  6.3182
-83.77, 320.62,  6.5341
-83.77, 323.44,  6.7442
-83.77, 326.25,  6.9400
-83.77, 329.06,  7.1141
-83.77, 331.88,  7.2606
-83.77, 334.69,  7.3747
-83.77, 337.50,  7.4533
-83.77, 340.31,  7.4944
-83.77, 343.12,  7.4974
-83.77, 345.94,  7.4623
-83.77, 348.75,  7.3905
-83.77, 351.56,  7.2838
-83.77, 354.38,  7.1447
-83.77, 357.19,  6.9767
-82.12,   0.00,  7.0162
-82.12,   2.81,  6.7294
-82.12,   5.62,  6.4111
-82.12,   8.44,  6.0668
-82.12,  11.25,  5.7028
-82.12,  14.06,  5.3255
-82.12,  16.88,  4.9416
-82.12,  19.69,  4.5566
-82.12,  22.50,  4.1753
-82.12,  25.31,  3.8010
-82.12,  28.12,  3.4357
-82.12,  30.94,  3.0802
-82.12,  33.75,  2.7350
-82.12,  36.56,  2.4002
-82.12,  39.38,  2.0768
-82.12,  42.19,  1.7673
-82.12,  45.00,  1.4762
-82.12,  47.81,  1.2113
-82.12,  50.62,  0.9836
-82.12,  53.44,  0.8074
-82.12,  56.25,  0.6954
-82.12,  59.06,  0.6481
-82.12,  61.88,  0.6484
-82.12,  64.69,  0.6753
-82.12,  67.50,  0.7216
-82.12,  70.31,  0.7996
-82.12,  73.12,  0.9333
-82.12,  75.94,  1.1410
-82.12,  78.75,  1.4249
-82.12,  81.56,  1.7735
-82.12,  84.38,  2.1687
-82.12,  87.19,  2.5905
-82.12,  90.00,  3.0193
-82.12,  92.81,  3.4375
-82.12,  95.62,  3.8308
-82.12,  98.44,  4.1887
-82.12, 101.25,  4.5052
-82.12, 104.06,  4.7782
-82.12, 106.88,  5.0097
-82.12, 109.69,  5.2042
-82.12, 112.50,  5.3680
-82.12, 115.31,  5.5078
-82.12, 118.12,  5.6301
-82.12, 120.94,  5.7401
-82.12, 123.75,  5.8418
-82.12, 126.56,  5.9380
-82.12, 129.38,  6.0302
-82.12, 132.19,  6.1199
-82.12, 135.00,  6.2082
-82.12, 137.81,  6.2965
-82.12, 140.62,  6.3863
-82.12, 143.44,  6.4787
-82.12, 146.25,  6.5744
-82.12, 149.06,  6.6723
-82.12, 151.88,  6.7701
-82.12, 154.69,  6.8630
-82.12, 157.50,  6.9447
-82.12, 160.31,  7.0071
-82.12, 163.12,  7.0414
-82.12, 165.94,  7.0389
-82.12, 168.75,  6.9920
-82.12, 171.56,  6.8951
-82.12, 174.38,  6.7453
-82.12, 177.19,  6.5433
-82.12, 180.00,  6.2934
-82.12, 182.81,  6.0039
-82.12, 185.62,  5.6867
-82.12, 188.44,  5.3570
-82.12, 191.25,  5.0328
-82.12, 194.06,  4.7339
-82.12, 196.88,  4.4799
-82.12, 199.69,  4.2876
-82.12, 202.50,  4.1676
-82.12, 205.31,  4.1213
-82.12, 208.12,  4.1400
-82.12, 210.94,  4.2066
-82.12, 213.75,  4.2989
-82.12, 216.56,  4.3936
-82.12, 219.38,  4.4688
-82.12, 222.19,  4.5059
-82.12, 225.00,  4.4894
-82.12, 227.81,  4.4079
-82.12, 230.62,  4.2538
-82.12, 233.44,  4.0231
-82.12, 236.25,  3.7150
-82.12, 239.06,  3.3316
-82.12, 241.88,  2.8774
-82.12, 244.69,  2.3591
-82.12, 247.50,  1.7850
-82.12, 250.31,  1.1660
-82.12, 253.12,  0.5232
-82.12, 255.94,  0.2699
-82.12, 258.75,  0.9164
-82.12, 261.56,  1.6064
-82.12, 264.38,  2.2830
-82.12, 267.19,  2.9249
-82.12, 270.00,  3.5133
-82.12, 272.81,  4.0302
-82.12, 275.62,  4.4604
-82.12, 278.44,  4.7922
-82.12, 281.25,  5.0194
-82.12, 284.06,  5.1422
-82.12, 286.88,  5.1685
-82.12, 289.69,  5.1139
-82.12, 292.50,  5.0021
-82.12, 295.31,  4.8640
-82.12, 298.12,  4.7355
-82.12, 300.94,  4.6532
-82.12, 303.75,  4.6485
-82.12, 306.56,  4.7397
-82.12, 309.38,  4.9282
-82.12, 312.19,  5.1998
-82.12, 315.00,  5.5304
-82.12, 317.81,  5.8934
-82.12, 320.62,  6.2635
-82.12, 323.44,  6.6200
-82.12, 326.25,  6.9467
-82.12, 329.06,  7.2319
-82.12, 331.88,  7.4683
-82.12, 334.69,  7.6518
-82.12, 337.50,  7.7808
-82.12, 340.31,  7.8556
-82.12, 343.12,  7.8776
-82.12, 345.94,  7.8488
-82.12, 348.75,  7.7713
-82.12, 351.56,  7.6471
-82.12, 354.38,  7.4782
-82.12, 357.19,  7.2670
-80.46,   0.00,  7.1961
-80.46,   2.81,  6.8848
-80.46,   5.62,  6.5175
-80.46,   8.44,  6.0969
-80.46,  11.25,  5.6290
-80.46,  14.06,  5.1234
-80.46,  16.88,  4.5910
-80.46,  19.69,  4.0431
-80.46,  22.50,  3.4897
-80.46,  25.31,  2.9383
-80.46,  28.12,  2.3941
-80.46,  30.94,  1.8610
-80.46,  33.75,  1.3449
-80.46,  36.56,  0.8656
-80.46,  39.38,  0.5184
-80.46,  42.19,  0.5876
-80.46,  45.00,  0.9692
-80.46,  47.81,  1.4072
-80.46,  50.62,  1.8324
-80.46,  53.44,  2.2188
-80.46,  56.25,  2.5489
-80.46,  59.06,  2.8080
-80.46,  61.88,  2.9829
-80.46,  64.69,  3.0613
-80.46,  67.50,  3.0332
-80.46,  70.31,  2.8920
-80.46,  73.12,  2.6379
-80.46,  75.94,  2.2822
-80.46,  78.75,  1.8569
-80.46,  81.56,  1.4376
-80.46,  84.38,  1.1939
-80.46,  87.19,  1.3289
-80.46,  90.00,  1.7751
-80.46,  92.81,  2.3340
-80.46,  95.62,  2.8932
-80.46,  98.44,  3.4002
-80.46, 101.25,  3.8316
-80.46, 104.06,  4.1810
-80.46, 106.88,  4.4542
-80.46, 109.69,  4.6646
-80.46, 112.50,  4.8300
-80.46, 115.31,  4.9682
-80.46, 118.12,  5.0946
-80.46, 120.94,  5.2192
-80.46, 123.75,  5.3468
-80.46, 126.56,  5.4769
-80.46, 129.38,  5.6061
-80.46, 132.19,  5.7305
-80.46, 135.00,  5.8471
-80.46, 137.81,  5.9556
-80.46, 140.62,  6.0582
-80.46, 143.44,  6.1588
-80.46, 146.25,  6.2611
-80.46, 149.06,  6.3667
-80.46, 151.88,  6.4736
-80.46, 154.69,  6.5749
-80.46, 157.50,  6.6595
-80.46, 160.31,  6.7124
-80.46, 163.12,  6.7171
-80.46, 165.94,  6.6577
-80.46, 168.75,  6.5215
-80.46, 171.56,  6.3007
-80.46, 174.38,  5.9941
-80.46, 177.19,  5.6083
-80.46, 180.00,  5.1571
-80.46, 182.81,  4.6624
-80.46, 185.62,  4.1539
-80.46, 188.44,  3.6696
-80.46, 191.25,  3.2571
-80.46, 194.06,  2.9692
-80.46, 196.88,  2.8496
-80.46, 199.69,  2.9082
-80.46, 202.50,  3.1123
-80.46, 205.31,  3.4060
-80.46, 208.12,  3.7348
-80.46, 210.94,  4.0558
-80.46, 213.75,  4.3373
-80.46, 216.56,  4.5561
-80.46, 219.38,  4.6957
-80.46, 222.19,  4.7445
-80.46, 225.00,  4.6960
-80.46, 227.81,  4.5483
-80.46, 230.62,  4.3043
-80.46, 233.44,  3.9715
-80.46, 236.25,  3.5615
-80.46, 239.06,  3.0890
-80.46, 241.88,  2.5716
-80.46, 244.69,  2.0302
-80.46, 247.50,  1.4950
-80.46, 250.31,  1.0342
-80.46, 253.12,  0.8409
-80.46, 255.94,  1.1012
-80.46, 258.75,  1.6250
-80.46, 261.56,  2.2407
-80.46, 264.38,  2.8842
-80.46, 267.19,  3.5201
-80.46, 270.00,  4.1170
-80.46, 272.81,  4.6436
-80.46, 275.62,  5.0702
-80.46, 278.44,  5.3725
-80.46, 281.25,  5.5343
-80.46, 284.06,  5.5506
-80.46, 286.88,  5.4282
-80.46, 289.69,  5.1869
-80.46, 292.50,  4.8586
-80.46, 295.31,  4.4880
-80.46, 298.12,  4.1320
-80.46, 300.94,  3.8586
-80.46, 303.75,  3.7349
-80.46, 306.56,  3.8044
-80.46, 309.38,  4.0656
-80.46, 312.19,  4.4759
-80.46, 315.00,  4.9771
-80.46, 317.81,  5.5152
-80.46, 320.62,  6.0471
-80.46, 323.44,  6.5412
-80.46, 326.25,  6.9759
-80.46, 329.06,  7.3379
-80.46, 331.88,  7.6218
-80.46, 334.69,  7.8279
-80.46, 337.50,  7.9615
-80.46, 340.31,  8.0306
-80.46, 343.12,  8.0443
-80.46, 345.94,  8.0103
-80.46, 348.75,  7.9340
-80.46, 351.56,  7.8171
-80.46, 354.38,  7.6579
-80.46, 357.19,  7.4526
-78.80,   0.00,  7.2311
-78.80,   2.81,  6.9417
-78.80,   5.62,  6.5700
-78.80,   8.44,  6.1114
-78.80,  11.25,  5.5725
-78.80,  14.06,  4.9698
-78.80,  16.88,  4.3267
-78.80,  19.69,  3.6693
-78.80,  22.50,  3.0223
-78.80,  25.31,  2.4083
-78.80,  28.12,  1.8520
-78.80,  30.94,  1.3987
-78.80,  33.75,  1.1541
-78.80,  36.56,  1.2468
-78.80,  39.38,  1.6308
-78.80,  42.19,  2.1614
-78.80,  45.00,  2.7463
-78.80,  47.81,  3.3309
-78.80,  50.62,  3.8750
-78.80,  53.44,  4.3475
-78.80,  56.25,  4.7272
-78.80,  59.06,  5.0046
-78.80,  61.88,  5.1792
-78.80,  64.69,  5.2546
-78.80,  67.50,  5.2305
-78.80,  70.31,  5.0976
-78.80,  73.12,  4.8382
-78.80,  75.94,  4.4338
-78.80,  78.75,  3.8759
-78.80,  81.56,  3.1774
-78.80,  84.38,  2.3836
-78.80,  87.19,  1.6012
-78.80,  90.00,  1.1161
-78.80,  92.81,  1.3377
-78.80,  95.62,  1.9549
-78.80,  98.44,  2.5869
-78.80, 101.25,  3.1154
-78.80, 104.06,  3.5112
-78.80, 106.88,  3.7808
-78.80, 109.69,  3.9502
-78.80, 112.50,  4.0559
-78.80, 115.31,  4.1365
-78.80, 118.12,  4.2254
-78.80, 120.94,  4.3446
-78.80, 123.75,  4.5017
-78.80, 126.56,  4.6909
-78.80, 129.38,  4.8978
-78.80, 132.19,  5.1054
-78.80, 135.00,  5.2999
-78.80, 137.81,  5.4747
-78.80, 140.62,  5.6309
-78.80, 143.44,  5.7761
-78.80, 146.25,  5.9201
-78.80, 149.06,  6.0709
-78.80, 151.88,  6.2300
-78.80, 154.69,  6.3898
-78.80, 157.50,  6.5330
-78.80, 160.31,  6.6343
-78.80, 163.12,  6.6647
-78.80, 165.94,  6.5964
-78.80, 168.75,  6.4081
-78.80, 171.56,  6.0889
-78.80, 174.38,  5.6414
-78.80, 177.19,  5.0814
-78.80, 180.00,  4.4372
-78.80, 182.81,  3.7479
-78.80, 185.62,  3.0654
-78.80, 188.44,  2.4620
-78.80, 191.25,  2.0455
-78.80, 194.06,  1.9360
-78.80, 196.88,  2.1493
-78.80, 199.69,  2.5646
-78.80, 202.50,  3.0553
-78.80, 205.31,  3.5431
-78.80, 208.12,  3.9824
-78.80, 210.94,  4.3437
-78.80, 213.75,  4.6064
-78.80, 216.56,  4.7564
-78.80, 219.38,  4.7856
-78.80, 222.19,  4.6927
-78.80, 225.00,  4.4841
-78.80, 227.81,  4.1752
-78.80, 230.62,  3.7920
-78.80, 233.44,  3.3725
-78.80, 236.25,  2.9686
-78.80, 239.06,  2.6443
-78.80, 241.88,  2.4620
-78.80, 244.69,  2.4508
-78.80, 247.50,  2.5832
-78.80, 250.31,  2.7977
-78.80, 253.12,  3.0386
-78.80, 255.94,  3.2766
-78.80, 258.75,  3.5099
-78.80, 261.56,  3.7555
-78.80, 264.38,  4.0346
-78.80, 267.19,  4.3561
-78.80, 270.00,  4.7058
-78.80, 272.81,  5.0476
-78.80, 275.62,  5.3349
-78.80, 278.44,  5.5238
-78.80, 281.25,  5.5841
-78.80, 284.06,  5.5037
-78.80, 286.88,  5.2895
-78.80, 289.69,  4.9638
-78.80, 292.50,  4.5597
