"LAT","LON","SFCWind (m/s)"
-42.30, 315.00,  4.5234
-42.30, 317.81,  4.1043
-42.30, 320.62,  3.6661
-42.30, 323.44,  3.2173
-42.30, 326.25,  2.6659
-42.30, 329.06,  2.3303
-42.30, 331.88,  2.1877
-42.30, 334.69,  2.0933
-42.30, 337.50,  2.2888
-42.30, 340.31,  2.8012
-42.30, 343.12,  3.4122
-42.30, 345.94,  4.0936
-42.30, 348.75,  4.7267
-42.30, 351.56,  5.1326
-42.30, 354.38,  5.5480
-42.30, 357.19,  6.0087
-40.64,   0.00,  5.6019
-40.64,   2.81,  5.7400
-40.64,   5.62,  5.8612
-40.64,   8.44,  5.8177
-40.64,  11.25,  5.7346
-40.64,  14.06,  5.6554
-40.64,  16.88,  5.3810
-40.64,  19.69,  5.0896
-40.64,  22.50,  4.9396
-40.64,  25.31,  4.6055
-40.64,  28.12,  4.1568
-40.64,  30.94,  4.1915
-40.64,  33.75,  4.7685
-40.64,  36.56,  5.4755
-40.64,  39.38,  5.9261
-40.64,  42.19,  5.9875
-40.64,  45.00,  5.9499
-40.64,  47.81,  6.0932
-40.64,  50.62,  6.3329
-40.64,  53.44,  6.5959
-40.64,  56.25,  6.8841
-40.64,  59.06,  7.0338
-40.64,  61.88,  7.0292
-40.64,  64.69,  6.9867
-40.64,  67.50,  6.8709
-40.64,  70.31,  6.6728
-40.64,  73.12,  6.4272
-40.64,  75.94,  6.1451
-40.64,  78.75,  5.8925
-40.64,  81.56,  5.6680
-40.64,  84.38,  5.4555
-40.64,  87.19,  5.4165
-40.64,  90.00,  5.5479
-40.64,  92.81,  5.5361
-40.64,  95.62,  5.3242
-40.64,  98.44,  5.0639
-40.64, 101.25,  4.7310
-40.64, 104.06,  4.3614
-40.64, 106.88,  4.0619
-40.64, 109.69,  3.7865
-40.64, 112.50,  3.5158
-40.64, 115.31,  3.2024
-40.64, 118.12,  2.8152
-40.64, 120.94,  2.6551
-40.64, 123.75,  2.8058
-40.64, 126.56,  2.9956
-40.64, 129.38,  3.3242
-40.64, 132.19,  3.8711
-40.64, 135.00,  4.2041
-40.64, 137.81,  4.2935
-40.64, 140.62,  4.4463
-40.64, 143.44,  4.1391
-40.64, 146.25,  3.1530
-40.64, 149.06,  3.0984
-40.64, 151.88,  3.5240
-40.64, 154.69,  3.6043
-40.64, 157.50,  3.8541
-40.64, 160.31,  4.0025
-40.64, 163.12,  3.8135
-40.64, 165.94,  4.0638
-40.64, 168.75,  4.6132
-40.64, 171.56,  4.1918
-40.64, 174.38,  2.9615
-40.64, 177.19,  2.1455
-40.64, 180.00,  2.3141
-40.64, 182.81,  3.0235
-40.64, 185.62,  3.5780
-40.64, 188.44,  4.1779
-40.64, 191.25,  4.8503
-40.64, 194.06,  4.9758
-40.64, 196.88,  4.6571
-40.64, 199.69,  4.2943
-40.64, 202.50,  3.7728
-40.64, 205.31,  3.2318
-40.64, 208.12,  2.9264
-40.64, 210.94,  2.8120
-40.64, 213.75,  2.8409
-40.64, 216.56,  2.8708
-40.64, 219.38,  2.9171
-40.64, 222.19,  3.0481
-40.64, 225.00,  3.2421
-40.64, 227.81,  3.4734
-40.64, 230.62,  3.7175
-40.64, 233.44,  4.0555
-40.64, 236.25,  4.5201
-40.64, 239.06,  4.9757
-40.64, 241.88,  5.4253
-40.64, 244.69,  5.8379
-40.64, 247.50,  6.0971
-40.64, 250.31,  6.2039
-40.64, 253.12,  6.1607
-40.64, 255.94,  6.0579
-40.64, 258.75,  5.9854
-40.64, 261.56,  5.8655
-40.64, 264.38,  5.7289
-40.64, 267.19,  5.7095
-40.64, 270.00,  5.6183
-40.64, 272.81,  5.3607
-40.64, 275.62,  5.1057
-40.64, 278.44,  4.7053
-40.64, 281.25,  4.5332
-40.64, 284.06,  4.3261
-40.64, 286.88,  4.1170
-40.64, 289.69,  4.3689
-40.64, 292.50,  3.5612
-40.64, 295.31,  1.9478
-40.64, 298.12,  1.9512
-40.64, 300.94,  2.6690
-40.64, 303.75,  3.7111
-40.64, 306.56,  4.6085
-40.64, 309.38,  4.4011
-40.64, 312.19,  3.9869
-40.64, 315.00,  3.7614
-40.64, 317.81,  3.1815
-40.64, 320.62,  2.5815
-40.64, 323.44,  2.2321
-40.64, 326.25,  1.9164
-40.64, 329.06,  1.7417
-40.64, 331.88,  1.7764
-40.64, 334.69,  1.8607
-40.64, 337.50,  2.2090
-40.64, 340.31,  2.8243
-40.64, 343.12,  3.2586
-40.64, 345.94,  3.6475
-40.64, 348.75,  4.2111
-40.64, 351.56,  4.6585
-40.64, 354.38,  5.0224
-40.64, 357.19,  5.3928
-38.99,   0.00,  4.7625
-38.99,   2.81,  4.8455
-38.99,   5.62,  4.8430
-38.99,   8.44,  4.7937
-38.99,  11.25,  4.6729
-38.99,  14.06,  4.4357
-38.99,  16.88,  4.0934
-38.99,  19.69,  3.7383
-38.99,  22.50,  3.3555
-38.99,  25.31,  2.7607
-38.99,  28.12,  2.0057
-38.99,  30.94,  1.8487
-38.99,  33.75,  2.5922
-38.99,  36.56,  3.3296
-38.99,  39.38,  3.7442
-38.99,  42.19,  3.9964
-38.99,  45.00,  4.2463
-38.99,  47.81,  4.5967
-38.99,  50.62,  4.9915
-38.99,  53.44,  5.3153
-38.99,  56.25,  5.4919
-38.99,  59.06,  5.4183
-38.99,  61.88,  5.2029
-38.99,  64.69,  5.0421
-38.99,  67.50,  4.8882
-38.99,  70.31,  4.6625
-38.99,  73.12,  4.4432
-38.99,  75.94,  4.2294
-38.99,  78.75,  3.9840
-38.99,  81.56,  3.7615
-38.99,  84.38,  3.6823
-38.99,  87.19,  3.7980
-38.99,  90.00,  3.9483
-38.99,  92.81,  3.8265
-38.99,  95.62,  3.4073
-38.99,  98.44,  2.9088
-38.99, 101.25,  2.5623
-38.99, 104.06,  2.4718
-38.99, 106.88,  2.5845
-38.99, 109.69,  2.8174
-38.99, 112.50,  3.0063
-38.99, 115.31,  2.8724
-38.99, 118.12,  2.2321
-38.99, 120.94,  1.4052
-38.99, 123.75,  0.8775
-38.99, 126.56,  1.0122
-38.99, 129.38,  1.6275
-38.99, 132.19,  2.2598
-38.99, 135.00,  2.9975
-38.99, 137.81,  3.6217
-38.99, 140.62,  3.9114
-38.99, 143.44,  3.7207
-38.99, 146.25,  2.6825
-38.99, 149.06,  1.4778
-38.99, 151.88,  1.6532
-38.99, 154.69,  1.7830
-38.99, 157.50,  2.0611
-38.99, 160.31,  2.4507
-38.99, 163.12,  2.5035
-38.99, 165.94,  2.5907
-38.99, 168.75,  3.1596
-38.99, 171.56,  3.3548
-38.99, 174.38,  2.5302
-38.99, 177.19,  1.6876
-38.99, 180.00,  2.0700
-38.99, 182.81,  2.8048
-38.99, 185.62,  3.3715
-38.99, 188.44,  4.1814
-38.99, 191.25,  4.9491
-38.99, 194.06,  4.8682
-38.99, 196.88,  4.2306
-38.99, 199.69,  3.6114
-38.99, 202.50,  2.8081
-38.99, 205.31,  1.9038
-38.99, 208.12,  1.2665
-38.99, 210.94,  0.8708
-38.99, 213.75,  0.9849
-38.99, 216.56,  1.1543
-38.99, 219.38,  1.2478
-38.99, 222.19,  1.4818
-38.99, 225.00,  1.8407
-38.99, 227.81,  2.1918
-38.99, 230.62,  2.5108
-38.99, 233.44,  2.8954
-38.99, 236.25,  3.4131
-38.99, 239.06,  3.9532
-38.99, 241.88,  4.4100
-38.99, 244.69,  4.7128
-38.99, 247.50,  4.9296
-38.99, 250.31,  5.0638
-38.99, 253.12,  5.0006
-38.99, 255.94,  4.9054
-38.99, 258.75,  4.8684
-38.99, 261.56,  4.7499
-38.99, 264.38,  4.6086
-38.99, 267.19,  4.5607
-38.99, 270.00,  4.4922
-38.99, 272.81,  4.3686
-38.99, 275.62,  4.2565
-38.99, 278.44,  4.4310
-38.99, 281.25,  5.4675
-38.99, 284.06,  5.3772
-38.99, 286.88,  4.0248
-38.99, 289.69,  3.3870
-38.99, 292.50,  2.2941
-38.99, 295.31,  1.3508
-38.99, 298.12,  1.5973
-38.99, 300.94,  2.1278
-38.99, 303.75,  3.5552
-38.99, 306.56,  4.5620
-38.99, 309.38,  4.1254
-38.99, 312.19,  3.4233
-38.99, 315.00,  2.9267
-38.99, 317.81,  2.0426
-38.99, 320.62,  1.2682
-38.99, 323.44,  1.1264
-38.99, 326.25,  1.2566
-38.99, 329.06,  1.4183
-38.99, 331.88,  1.7484
-38.99, 334.69,  2.1566
-38.99, 337.50,  2.5915
-38.99, 340.31,  2.9843
-38.99, 343.12,  3.1030
-38.99, 345.94,  3.2246
-38.99, 348.75,  3.6007
-38.99, 351.56,  3.9942
-38.99, 354.38,  4.2977
-38.99, 357.19,  4.5666
-37.33,   0.00,  3.7747
-37.33,   2.81,  3.9032
-37.33,   5.62,  3.8854
-37.33,   8.44,  3.9451
-37.33,  11.25,  4.0767
-37.33,  14.06,  4.0244
-37.33,  16.88,  4.0385
-37.33,  19.69,  4.0921
-37.33,  22.50,  3.6781
-37.33,  25.31,  2.7491
-37.33,  28.12,  1.4907
-37.33,  30.94,  0.4622
-37.33,  33.75,  1.3500
-37.33,  36.56,  1.7805
-37.33,  39.38,  1.9266
-37.33,  42.19,  2.3584
-37.33,  45.00,  2.9412
-37.33,  47.81,  3.4218
-37.33,  50.62,  3.7687
-37.33,  53.44,  3.9278
-37.33,  56.25,  3.7604
-37.33,  59.06,  3.3856
-37.33,  61.88,  3.1343
-37.33,  64.69,  3.1019
-37.33,  67.50,  3.1341
-37.33,  70.31,  3.1020
-37.33,  73.12,  2.9872
-37.33,  75.94,  2.7458
-37.33,  78.75,  2.3742
-37.33,  81.56,  2.0518
-37.33,  84.38,  2.0438
-37.33,  87.19,  2.2972
-37.33,  90.00,  2.3027
-37.33,  92.81,  1.8243
-37.33,  95.62,  1.3181
-37.33,  98.44,  1.2688
-37.33, 101.25,  1.9073
-37.33, 104.06,  2.7873
-37.33, 106.88,  3.6380
-37.33, 109.69,  4.4918
-37.33, 112.50,  5.0763
-37.33, 115.31,  5.0238
-37.33, 118.12,  4.4481
-37.33, 120.94,  3.9482
-37.33, 123.75,  3.5711
-37.33, 126.56,  2.9218
-37.33, 129.38,  2.6887
-37.33, 132.19,  3.2393
-37.33, 135.00,  4.2838
-37.33, 137.81,  4.9564
-37.33, 140.62,  4.5625
-37.33, 143.44,  3.5755
-37.33, 146.25,  2.3237
-37.33, 149.06,  0.5757
-37.33, 151.88,  1.1467
-37.33, 154.69,  1.0961
-37.33, 157.50,  0.5697
-37.33, 160.31,  0.9458
-37.33, 163.12,  1.0443
-37.33, 165.94,  1.1669
-37.33, 168.75,  1.6950
-37.33, 171.56,  2.1593
-37.33, 174.38,  2.1840
-37.33, 177.19,  1.9881
-37.33, 180.00,  2.2458
-37.33, 182.81,  2.7022
-37.33, 185.62,  3.3154
-37.33, 188.44,  4.3033
-37.33, 191.25,  5.0172
-37.33, 194.06,  4.7538
-37.33, 196.88,  3.9106
-37.33, 199.69,  3.1592
-37.33, 202.50,  2.4674
-37.33, 205.31,  1.7380
-37.33, 208.12,  1.1334
-37.33, 210.94,  0.8468
-37.33, 213.75,  0.9517
-37.33, 216.56,  0.9628
-37.33, 219.38,  0.7163
-37.33, 222.19,  0.3383
-37.33, 225.00,  0.4579
-37.33, 227.81,  0.8749
-37.33, 230.62,  1.2325
-37.33, 233.44,  1.6635
-37.33, 236.25,  2.1593
-37.33, 239.06,  2.6190
-37.33, 241.88,  3.0767
-37.33, 244.69,  3.3996
-37.33, 247.50,  3.6009
-37.33, 250.31,  3.7748
-37.33, 253.12,  3.7613
-37.33, 255.94,  3.6757
-37.33, 258.75,  3.6815
-37.33, 261.56,  3.5885
-37.33, 264.38,  3.4141
-37.33, 267.19,  3.3407
-37.33, 270.00,  3.2676
-37.33, 272.81,  3.2555
-37.33, 275.62,  3.4893
-37.33, 278.44,  4.5341
-37.33, 281.25,  6.4101
-37.33, 284.06,  6.3440
-37.33, 286.88,  4.2763
-37.33, 289.69,  2.8043
-37.33, 292.50,  1.2586
-37.33, 295.31,  1.0141
-37.33, 298.12,  1.7730
-37.33, 300.94,  2.1240
-37.33, 303.75,  3.4765
-37.33, 306.56,  4.6047
-37.33, 309.38,  4.2499
-37.33, 312.19,  3.2392
-37.33, 315.00,  2.3219
-37.33, 317.81,  1.2991
-37.33, 320.62,  0.5642
-37.33, 323.44,  0.2914
-37.33, 326.25,  0.4878
-37.33, 329.06,  1.0341
-37.33, 331.88,  1.7314
-37.33, 334.69,  2.3308
-37.33, 337.50,  2.7102
-37.33, 340.31,  2.9088
-37.33, 343.12,  2.9593
-37.33, 345.94,  3.0097
-37.33, 348.75,  3.1114
-37.33, 351.56,  3.2288
-37.33, 354.38,  3.4360
-37.33, 357.19,  3.6160
-35.67,   0.00,  2.8323
-35.67,   2.81,  3.0883
-35.67,   5.62,  3.3308
-35.67,   8.44,  3.7227
-35.67,  11.25,  4.3609
-35.67,  14.06,  5.1633
-35.67,  16.88,  5.6722
-35.67,  19.69,  5.4722
-35.67,  22.50,  4.9118
-35.67,  25.31,  4.1464
-35.67,  28.12,  3.0381
-35.67,  30.94,  2.5206
-35.67,  33.75,  2.4550
-35.67,  36.56,  1.9215
-35.67,  39.38,  1.4367
-35.67,  42.19,  1.5335
-35.67,  45.00,  1.9953
-35.67,  47.81,  2.3027
-35.67,  50.62,  2.3372
-35.67,  53.44,  2.1864
-35.67,  56.25,  1.8205
-35.67,  59.06,  1.4200
-35.67,  61.88,  1.3544
-35.67,  64.69,  1.6818
-35.67,  67.50,  2.0444
-35.67,  70.31,  2.1484
-35.67,  73.12,  2.0859
-35.67,  75.94,  1.9554
-35.67,  78.75,  1.6969
-35.67,  81.56,  1.4827
-35.67,  84.38,  1.5946
-35.67,  87.19,  1.8022
-35.67,  90.00,  1.4941
-35.67,  92.81,  0.6991
-35.67,  95.62,  1.0929
-35.67,  98.44,  2.2031
-35.67, 101.25,  3.3981
-35.67, 104.06,  4.4638
-35.67, 106.88,  5.5770
-35.67, 109.69,  6.8118
-35.67, 112.50,  7.3079
-35.67, 115.31,  6.6425
-35.67, 118.12,  5.7186
-35.67, 120.94,  5.3601
-35.67, 123.75,  5.2916
-35.67, 126.56,  4.9165
-35.67, 129.38,  4.6872
-35.67, 132.19,  5.1306
-35.67, 135.00,  5.7373
-35.67, 137.81,  5.8705
-35.67, 140.62,  5.0567
-35.67, 143.44,  3.5456
-35.67, 146.25,  2.1702
-35.67, 149.06,  1.6535
-35.67, 151.88,  2.4227
-35.67, 154.69,  2.1807
-35.67, 157.50,  1.0651
-35.67, 160.31,  0.5382
-35.67, 163.12,  0.4533
-35.67, 165.94,  0.4361
-35.67, 168.75,  0.8117
-35.67, 171.56,  1.1173
-35.67, 174.38,  1.5816
-35.67, 177.19,  2.0497
-35.67, 180.00,  2.2790
-35.67, 182.81,  2.5203
-35.67, 185.62,  3.1727
-35.67, 188.44,  4.2090
-35.67, 191.25,  4.8275
-35.67, 194.06,  4.5191
-35.67, 196.88,  3.7239
-35.67, 199.69,  3.0906
-35.67, 202.50,  2.8145
-35.67, 205.31,  2.6652
-35.67, 208.12,  2.4375
-35.67, 210.94,  2.3530
-35.67, 213.75,  2.3712
-35.67, 216.56,  2.1372
-35.67, 219.38,  1.7615
-35.67, 222.19,  1.5107
-35.67, 225.00,  1.1599
-35.67, 227.81,  0.7977
-35.67, 230.62,  0.3903
-35.67, 233.44,  0.3764
-35.67, 236.25,  0.9518
-35.67, 239.06,  1.3178
-35.67, 241.88,  1.7693
-35.67, 244.69,  2.1055
-35.67, 247.50,  2.1491
-35.67, 250.31,  2.2698
-35.67, 253.12,  2.3504
-35.67, 255.94,  2.2908
-35.67, 258.75,  2.3548
-35.67, 261.56,  2.3222
-35.67, 264.38,  2.0854
-35.67, 267.19,  2.0300
-35.67, 270.00,  2.1831
-35.67, 272.81,  2.5531
-35.67, 275.62,  3.3974
-35.67, 278.44,  5.1169
-35.67, 281.25,  7.0269
-35.67, 284.06,  6.8836
-35.67, 286.88,  4.9128
-35.67, 289.69,  2.9256
-35.67, 292.50,  0.6676
-35.67, 295.31,  1.0198
-35.67, 298.12,  1.7625
-35.67, 300.94,  2.1258
-35.67, 303.75,  3.3188
-35.67, 306.56,  4.7026
-35.67, 309.38,  5.0175
-35.67, 312.19,  4.0214
-35.67, 315.00,  2.7428
-35.67, 317.81,  1.9770
-35.67, 320.62,  1.5421
-35.67, 323.44,  1.0622
-35.67, 326.25,  0.6430
-35.67, 329.06,  1.0049
-35.67, 331.88,  1.7337
-35.67, 334.69,  2.1950
-35.67, 337.50,  2.4528
-35.67, 340.31,  2.7363
-35.67, 343.12,  2.9687
-35.67, 345.94,  2.9518
-35.67, 348.75,  2.7345
-35.67, 351.56,  2.5455
-35.67, 354.38,  2.5369
-35.67, 357.19,  2.6337
-34.01,   0.00,  2.3403
-34.01,   2.81,  2.8694
-34.01,   5.62,  3.5982
-34.01,   8.44,  4.3195
-34.01,  11.25,  5.4519
-34.01,  14.06,  7.1257
-34.01,  16.88,  7.5725
-34.01,  19.69,  6.4541
-34.01,  22.50,  5.6530
-34.01,  25.31,  5.1241
-34.01,  28.12,  4.0305
-34.01,  30.94,  4.1516
-34.01,  33.75,  4.0182
-34.01,  36.56,  2.8640
-34.01,  39.38,  2.1423
-34.01,  42.19,  1.8462
-34.01,  45.00,  1.6286
-34.01,  47.81,  1.4675
-34.01,  50.62,  1.1925
-34.01,  53.44,  1.0142
-34.01,  56.25,  1.1066
-34.01,  59.06,  1.3666
-34.01,  61.88,  1.6760
-34.01,  64.69,  2.1916
-34.01,  67.50,  2.5458
-34.01,  70.31,  2.4860
-34.01,  73.12,  2.4368
-34.01,  75.94,  2.4177
-34.01,  78.75,  2.1470
-34.01,  81.56,  1.9379
-34.01,  84.38,  2.0333
-34.01,  87.19,  2.1080
-34.01,  90.00,  2.0708
-34.01,  92.81,  2.4049
-34.01,  95.62,  3.1266
-34.01,  98.44,  4.0819
-34.01, 101.25,  5.1575
-34.01, 104.06,  6.1133
-34.01, 106.88,  7.3349
-34.01, 109.69,  8.7600
-34.01, 112.50,  8.9391
-34.01, 115.31,  7.4695
-34.01, 118.12,  6.0462
-34.01, 120.94,  5.6217
-34.01, 123.75,  5.7407
-34.01, 126.56,  6.1783
-34.01, 129.38,  6.5138
-34.01, 132.19,  6.4633
-34.01, 135.00,  6.0609
-34.01, 137.81,  5.7080
-34.01, 140.62,  5.0570
-34.01, 143.44,  3.5097
-34.01, 146.25,  2.1328
-34.01, 149.06,  2.4438
-34.01, 151.88,  3.1823
-34.01, 154.69,  2.9418
-34.01, 157.50,  1.9561
-34.01, 160.31,  1.4691
-34.01, 163.12,  1.4381
-34.01, 165.94,  1.0244
-34.01, 168.75,  0.6348
-34.01, 171.56,  0.4470
-34.01, 174.38,  0.6294
-34.01, 177.19,  1.1371
-34.01, 180.00,  1.4785
-34.01, 182.81,  2.1240
-34.01, 185.62,  3.0439
-34.01, 188.44,  3.9698
-34.01, 191.25,  4.5340
-34.01, 194.06,  4.4768
-34.01, 196.88,  3.9829
-34.01, 199.69,  3.6033
-34.01, 202.50,  3.7018
-34.01, 205.31,  3.8668
-34.01, 208.12,  3.7749
-34.01, 210.94,  3.7367
-34.01, 213.75,  3.6871
-34.01, 216.56,  3.3058
-34.01, 219.38,  2.9842
-34.01, 222.19,  2.9544
-34.01, 225.00,  2.7449
-34.01, 227.81,  2.3710
-34.01, 230.62,  1.8889
-34.01, 233.44,  1.3385
-34.01, 236.25,  1.0529
-34.01, 239.06,  1.0629
-34.01, 241.88,  1.2444
-34.01, 244.69,  1.2139
-34.01, 247.50,  0.7485
-34.01, 250.31,  0.7221
-34.01, 253.12,  1.0002
-34.01, 255.94,  1.2050
-34.01, 258.75,  1.5186
-34.01, 261.56,  1.5756
-34.01, 264.38,  1.4085
-34.01, 267.19,  1.5568
-34.01, 270.00,  2.0847
-34.01, 272.81,  2.8514
-34.01, 275.62,  4.0477
-34.01, 278.44,  5.7634
-34.01, 281.25,  7.1573
-34.01, 284.06,  6.9645
-34.01, 286.88,  5.4819
-34.01, 289.69,  3.4367
-34.01, 292.50,  0.7554
-34.01, 295.31,  1.4908
-34.01, 298.12,  2.0084
-34.01, 300.94,  2.3485
-34.01, 303.75,  3.3031
-34.01, 306.56,  4.6028
-34.01, 309.38,  5.5211
-34.01, 312.19,  4.9810
-34.01, 315.00,  3.5540
-34.01, 317.81,  2.7507
-34.01, 320.62,  2.4074
-34.01, 323.44,  1.7439
-34.01, 326.25,  1.2625
-34.01, 329.06,  1.6851
-34.01, 331.88,  1.9042
-34.01, 334.69,  2.0137
-34.01, 337.50,  2.2649
-34.01, 340.31,  2.6719
-34.01, 343.12,  2.9174
-34.01, 345.94,  2.6460
-34.01, 348.75,  2.1471
-34.01, 351.56,  1.7570
-34.01, 354.38,  1.4400
-34.01, 357.19,  1.7458
-32.35,   0.00,  2.7169
-32.35,   2.81,  3.5595
-32.35,   5.62,  4.5417
-32.35,   8.44,  5.4451
-32.35,  11.25,  7.0189
-32.35,  14.06,  8.8576
-32.35,  16.88,  8.7800
-32.35,  19.69,  6.8722
-32.35,  22.50,  5.4967
-32.35,  25.31,  4.7895
-32.35,  28.12,  4.0207
-32.35,  30.94,  5.0852
-32.35,  33.75,  5.3725
-32.35,  36.56,  3.9865
-32.35,  39.38,  3.0816
-32.35,  42.19,  2.8563
-32.35,  45.00,  2.3649
-32.35,  47.81,  1.9454
-32.35,  50.62,  2.0735
-32.35,  53.44,  2.2718
-32.35,  56.25,  2.5794
-32.35,  59.06,  3.0594
-32.35,  61.88,  3.3688
-32.35,  64.69,  3.7088
-32.35,  67.50,  3.9443
-32.35,  70.31,  3.7676
-32.35,  73.12,  3.5558
-32.35,  75.94,  3.4152
-32.35,  78.75,  3.0702
-32.35,  81.56,  2.8047
-32.35,  84.38,  2.8040
-32.35,  87.19,  2.8681
-32.35,  90.00,  3.2868
-32.35,  92.81,  4.1132
-32.35,  95.62,  4.8604
-32.35,  98.44,  5.7375
-32.35, 101.25,  6.7490
-32.35, 104.06,  7.5506
-32.35, 106.88,  8.6911
-32.35, 109.69, 10.0932
-32.35, 112.50,  9.9445
-32.35, 115.31,  7.7900
-32.35, 118.12,  5.8970
-32.35, 120.94,  5.4700
-32.35, 123.75,  5.7769
-32.35, 126.56,  6.6683
-32.35, 129.38,  7.2066
-32.35, 132.19,  6.6938
-32.35, 135.00,  5.8199
-32.35, 137.81,  5.3302
-32.35, 140.62,  4.8259
-32.35, 143.44,  3.1389
-32.35, 146.25,  2.0375
-32.35, 149.06,  2.8473
-32.35, 151.88,  3.2576
-32.35, 154.69,  3.2524
-32.35, 157.50,  2.6251
-32.35, 160.31,  1.9479
-32.35, 163.12,  1.7829
-32.35, 165.94,  1.4689
-32.35, 168.75,  1.0941
-32.35, 171.56,  0.9146
-32.35, 174.38,  0.6599
-32.35, 177.19,  0.4484
-32.35, 180.00,  0.8953
-32.35, 182.81,  2.0535
-32.35, 185.62,  3.2060
-32.35, 188.44,  3.8400
-32.35, 191.25,  4.2755
-32.35, 194.06,  4.6282
-32.35, 196.88,  4.5558
-32.35, 199.69,  4.3874
-32.35, 202.50,  4.5965
-32.35, 205.31,  4.8537
-32.35, 208.12,  4.8615
-32.35, 210.94,  4.8257
-32.35, 213.75,  4.6697
-32.35, 216.56,  4.2673
-32.35, 219.38,  4.0802
-32.35, 222.19,  4.1011
-32.35, 225.00,  3.7826
-32.35, 227.81,  3.1893
-32.35, 230.62,  2.6847
-32.35, 233.44,  2.2624
-32.35, 236.25,  1.8906
-32.35, 239.06,  1.7324
-32.35, 241.88,  1.6379
-32.35, 244.69,  1.2210
-32.35, 247.50,  0.7347
-32.35, 250.31,  0.8200
-32.35, 253.12,  1.0650
-32.35, 255.94,  1.4652
-32.35, 258.75,  1.8126
-32.35, 261.56,  1.8780
-32.35, 264.38,  1.8842
-32.35, 267.19,  2.1257
-32.35, 270.00,  2.6808
-32.35, 272.81,  3.5347
-32.35, 275.62,  4.6401
-32.35, 278.44,  5.9887
-32.35, 281.25,  7.0005
-32.35, 284.06,  6.8066
-32.35, 286.88,  5.5879
-32.35, 289.69,  3.8470
-32.35, 292.50,  1.1791
-32.35, 295.31,  2.2649
-32.35, 298.12,  3.0343
-32.35, 300.94,  3.0506
-32.35, 303.75,  3.5068
-32.35, 306.56,  4.2932
-32.35, 309.38,  5.1986
-32.35, 312.19,  5.2447
-32.35, 315.00,  4.1360
-32.35, 317.81,  3.2780
-32.35, 320.62,  2.9014
-32.35, 323.44,  2.2070
-32.35, 326.25,  2.0693
-32.35, 329.06,  2.4219
-32.35, 331.88,  2.1424
-32.35, 334.69,  2.0036
-32.35, 337.50,  2.2599
-32.35, 340.31,  2.5464
-32.35, 343.12,  2.3997
-32.35, 345.94,  1.7736
-32.35, 348.75,  1.1707
-32.35, 351.56,  0.5105
-32.35, 354.38,  0.6871
-32.35, 357.19,  1.8956
-30.69,   0.00,  3.7968
-30.69,   2.81,  4.7907
-30.69,   5.62,  5.6972
-30.69,   8.44,  6.8034
-30.69,  11.25,  8.7165
-30.69,  14.06,  9.9255
-30.69,  16.88,  9.0645
-30.69,  19.69,  6.8435
-30.69,  22.50,  4.3065
-30.69,  25.31,  3.0588
-30.69,  28.12,  3.5446
-30.69,  30.94,  5.3943
-30.69,  33.75,  6.3464
-30.69,  36.56,  5.1845
-30.69,  39.38,  4.1496
-30.69,  42.19,  4.2528
-30.69,  45.00,  3.8273
-30.69,  47.81,  3.1176
-30.69,  50.62,  3.2475
-30.69,  53.44,  3.5570
-30.69,  56.25,  3.9485
-30.69,  59.06,  4.5393
-30.69,  61.88,  4.8611
-30.69,  64.69,  4.9719
-30.69,  67.50,  5.0925
-30.69,  70.31,  4.9880
-30.69,  73.12,  4.5361
-30.69,  75.94,  4.2029
-30.69,  78.75,  4.0898
-30.69,  81.56,  4.0011
-30.69,  84.38,  4.0032
-30.69,  87.19,  4.2462
-30.69,  90.00,  4.8385
-30.69,  92.81,  5.6174
-30.69,  95.62,  6.2062
-30.69,  98.44,  6.9771
-30.69, 101.25,  7.9615
-30.69, 104.06,  8.6528
-30.69, 106.88,  9.6378
-30.69, 109.69, 10.8828
-30.69, 112.50, 10.3487
-30.69, 115.31,  7.6167
-30.69, 118.12,  5.5261
-30.69, 120.94,  5.4499
-30.69, 123.75,  5.8818
-30.69, 126.56,  6.3146
-30.69, 129.38,  6.4259
-30.69, 132.19,  6.0167
-30.69, 135.00,  5.5703
-30.69, 137.81,  5.3282
-30.69, 140.62,  4.6116
-30.69, 143.44,  2.5054
-30.69, 146.25,  2.3935
-30.69, 149.06,  3.2318
-30.69, 151.88,  3.1849
-30.69, 154.69,  3.4039
-30.69, 157.50,  3.0968
-30.69, 160.31,  2.2128
-30.69, 163.12,  1.9177
-30.69, 165.94,  1.8921
-30.69, 168.75,  1.7701
-30.69, 171.56,  1.8702
-30.69, 174.38,  1.9493
-30.69, 177.19,  1.7964
-30.69, 180.00,  1.7827
-30.69, 182.81,  2.6539
-30.69, 185.62,  3.7174
-30.69, 188.44,  3.9540
-30.69, 191.25,  4.0547
-30.69, 194.06,  4.5699
-30.69, 196.88,  4.9501
-30.69, 199.69,  4.9967
-30.69, 202.50,  5.0795
-30.69, 205.31,  5.3273
-30.69, 208.12,  5.4500
-30.69, 210.94,  5.3355
-30.69, 213.75,  5.0807
-30.69, 216.56,  4.7869
-30.69, 219.38,  4.6589
-30.69, 222.19,  4.5480
-30.69, 225.00,  4.0019
-30.69, 227.81,  3.2459
-30.69, 230.62,  2.8978
-30.69, 233.44,  2.7739
-30.69, 236.25,  2.5077
-30.69, 239.06,  2.3564
-30.69, 241.88,  2.2656
-30.69, 244.69,  1.8852
-30.69, 247.50,  1.7058
