 "LAT","LON","SFCWind (m/s)"   
  -88.00   43.00 10.7729
  -88.00   44.00 10.3776
  -88.00   45.00 10.0006
  -88.00   46.00  9.6418
  -88.00   47.00  9.2168
  -88.00   48.00  8.7254
  -88.00   49.00  8.1837
  -88.00   50.00  7.5914
  -88.00   51.00  7.0339
  -88.00   52.00  6.5111
  -88.00   53.00  5.9917
  -88.00   54.00  5.4755
  -88.00   55.00  5.0822
  -88.00   56.00  4.8119
  -88.00   57.00  4.7044
  -88.00   58.00  4.7597
  -88.00   59.00  5.0569
  -88.00   60.00  5.5959
  -88.00   61.00  6.1308
  -88.00   62.00  6.6615
  -88.00   63.00  7.1030
  -88.00   64.00  7.4551
  -88.00   65.00  7.7221
  -88.00   66.00  7.9040
  -88.00   67.00  8.0023
  -88.00   68.00  8.0169
  -88.00   69.00  7.9212
  -88.00   70.00  7.7152
  -88.00   71.00  7.4407
  -88.00   72.00  7.0976
  -88.00   73.00  6.7383
  -88.00   74.00  6.3628
  -88.00   75.00  5.9842
  -88.00   76.00  5.6024
  -88.00   77.00  5.2297
  -88.00   78.00  4.8660
  -88.00   79.00  4.5220
  -88.00   80.00  4.1975
  -88.00   81.00  3.9943
  -88.00   82.00  3.9125
  -88.00   83.00  3.7841
  -88.00   84.00  3.6092
  -88.00   85.00  3.4166
  -88.00   86.00  3.2063
  -88.00   87.00  2.9350
  -88.00   88.00  2.6027
  -88.00   89.00  2.3052
  -88.00   90.00  2.0427
  -88.00   91.00  1.8767
  -88.00   92.00  1.8072
  -88.00   93.00  1.8400
  -88.00   94.00  1.9752
  -88.00   95.00  1.7901
  -88.00   96.00  1.2848
  -88.00   97.00  1.1781
  -88.00   98.00  1.4699
  -88.00   99.00  1.7310
  -88.00  100.00  1.9613
  -88.00  101.00  2.2531
  -88.00  102.00  2.6062
  -88.00  103.00  2.9275
  -88.00  104.00  3.2170
  -88.00  105.00  3.3010
  -88.00  106.00  3.1795
  -88.00  107.00  3.1307
  -88.00  108.00  3.1544
  -88.00  109.00  3.0945
  -88.00  110.00  2.9509
  -88.00  111.00  2.8152
  -88.00  112.00  2.6872
  -88.00  113.00  2.7056
  -88.00  114.00  2.8702
  -88.00  115.00  3.0252
  -88.00  116.00  3.1705
  -88.00  117.00  3.2257
  -88.00  118.00  3.1910
  -88.00  119.00  3.1401
  -88.00  120.00  3.0731
  -88.00  121.00  3.0482
  -88.00  122.00  3.0653
  -88.00  123.00  3.1920
  -88.00  124.00  3.4284
  -88.00  125.00  4.5815
  -88.00  126.00  6.6515
  -88.00  127.00  7.8987
  -88.00  128.00  8.3232
  -88.00  129.00  7.6489
  -88.00  130.00  5.8757
  -88.00  131.00  4.5982
  -88.00  132.00  3.8166
  -88.00  133.00  3.6276
  -88.00  134.00  4.0314
  -88.00  135.00  4.3239
  -88.00  136.00  4.5052
  -88.00  137.00  4.6028
  -88.00  138.00  4.6167
  -88.00  139.00  4.8069
  -88.00  140.00  5.1733
  -88.00  141.00  6.4594
  -88.00  142.00  8.6650
  -88.00  143.00 10.0951
  -88.00  144.00 10.7495
  -88.00  145.00 11.0715
  -88.00  146.00 11.0611
  -88.00  147.00 10.8766
  -88.00  148.00 10.5181
  -88.00  149.00 10.1975
  -88.00  150.00  9.9150
  -88.00  151.00  9.5775
  -88.00  152.00  9.1851
  -88.00  153.00  8.8343
  -88.00  154.00  8.5252
  -88.00  155.00  8.3059
  -88.00  156.00  8.1764
  -88.00  157.00  8.0934
  -88.00  158.00  8.0571
  -88.00  159.00  8.2146
  -88.00  160.00  8.5659
  -88.00  161.00  8.9338
  -88.00  162.00  9.3181
  -88.00  163.00  9.6564
  -88.00  164.00  9.9486
  -88.00  165.00  9.9717
  -88.00  166.00  9.7259
  -88.00  167.00  9.3829
  -88.00  168.00  8.9428
  -88.00  169.00  8.4947
  -88.00  170.00  8.0385
  -88.00  171.00  7.6539
  -88.00  172.00  7.3407
  -88.00  173.00  7.2395
  -88.00  174.00  7.3505
  -88.00  175.00  7.4779
  -88.00  176.00  7.6218
  -88.00  177.00  7.5984
  -88.00  178.00  7.4076
  -88.00  179.00  7.3123
  -87.00    0.00  2.5808
  -87.00    1.00  2.8350
  -87.00    2.00  3.3433
  -87.00    3.00  3.8447
  -87.00    4.00  4.3390
  -87.00    5.00  4.1747
  -87.00    6.00  3.3516
  -87.00    7.00  2.7720
  -87.00    8.00  2.4356
  -87.00    9.00  2.2559
  -87.00   10.00  2.2331
  -87.00   11.00  2.1855
  -87.00   12.00  2.1131
  -87.00   13.00  2.1212
  -87.00   14.00  2.2099
  -87.00   15.00  2.3710
  -87.00   16.00  2.6046
  -87.00   17.00  2.7513
  -87.00   18.00  2.8109
  -87.00   19.00  3.4870
  -87.00   20.00  4.7795
  -87.00   21.00  5.9291
  -87.00   22.00  6.9357
  -87.00   23.00  7.2617
  -87.00   24.00  6.9073
  -87.00   25.00  6.6870
  -87.00   26.00  6.6011
  -87.00   27.00  6.7776
  -87.00   28.00  7.2168
  -87.00   29.00  7.6473
  -87.00   30.00  8.0693
  -87.00   31.00  8.5018
  -87.00   32.00  8.9449
  -87.00   33.00  9.4503
  -87.00   34.00 10.0181
  -87.00   35.00 10.4530
  -87.00   36.00 10.7551
  -87.00   37.00 10.9750
  -87.00   38.00 11.1129
  -87.00   39.00 11.1879
  -87.00   40.00 11.2002
  -87.00   41.00 11.1358
  -87.00   42.00 10.9948
  -87.00   43.00 10.7366
  -87.00   44.00 10.3614
  -87.00   45.00  9.9953
  -87.00   46.00  9.6383
  -87.00   47.00  9.2144
  -87.00   48.00  8.7238
  -87.00   49.00  8.1754
  -87.00   50.00  7.5690
  -87.00   51.00  7.0006
  -87.00   52.00  6.4701
  -87.00   53.00  5.9536
  -87.00   54.00  5.4511
  -87.00   55.00  5.0787
  -87.00   56.00  4.8364
  -87.00   57.00  4.7967
  -87.00   58.00  4.9596
  -87.00   59.00  5.3209
  -87.00   60.00  5.8806
  -87.00   61.00  6.4204
  -87.00   62.00  6.9405
  -87.00   63.00  7.3729
  -87.00   64.00  7.7176
  -87.00   65.00  7.9616
  -87.00   66.00  8.1047
  -87.00   67.00  8.1508
  -87.00   68.00  8.0996
  -87.00   69.00  7.9467
  -87.00   70.00  7.6920
  -87.00   71.00  7.3878
  -87.00   72.00  7.0343
  -87.00   73.00  6.6637
  -87.00   74.00  6.2761
  -87.00   75.00  5.8771
  -87.00   76.00  5.4665
  -87.00   77.00  5.0708
  -87.00   78.00  4.6899
  -87.00   79.00  4.3452
  -87.00   80.00  4.0368
  -87.00   81.00  3.8564
  -87.00   82.00  3.8040
  -87.00   83.00  3.7157
  -87.00   84.00  3.5915
  -87.00   85.00  3.4460
  -87.00   86.00  3.2792
  -87.00   87.00  3.0269
  -87.00   88.00  2.6893
  -87.00   89.00  2.3642
  -87.00   90.00  2.0516
  -87.00   91.00  1.8611
  -87.00   92.00  1.7926
  -87.00   93.00  1.8578
  -87.00   94.00  2.0568
  -87.00   95.00  1.8884
  -87.00   96.00  1.3526
  -87.00   97.00  1.2074
  -87.00   98.00  1.4530
  -87.00   99.00  1.7096
  -87.00  100.00  1.9771
  -87.00  101.00  2.3102
  -87.00  102.00  2.7088
  -87.00  103.00  3.0271
  -87.00  104.00  3.2650
  -87.00  105.00  3.3454
  -87.00  106.00  3.2683
  -87.00  107.00  3.2434
  -87.00  108.00  3.2707
  -87.00  109.00  3.1996
  -87.00  110.00  3.0301
  -87.00  111.00  2.8532
  -87.00  112.00  2.6688
  -87.00  113.00  2.6143
  -87.00  114.00  2.6895
  -87.00  115.00  2.8312
  -87.00  116.00  3.0392
  -87.00  117.00  3.1449
  -87.00  118.00  3.1482
  -87.00  119.00  3.0978
  -87.00  120.00  2.9939
  -87.00  121.00  2.9766
  -87.00  122.00  3.0460
  -87.00  123.00  3.1658
  -87.00  124.00  3.3361
  -87.00  125.00  4.3237
  -87.00  126.00  6.1287
  -87.00  127.00  7.4399
  -87.00  128.00  8.2574
  -87.00  129.00  8.1104
  -87.00  130.00  6.9990
  -87.00  131.00  5.8029
  -87.00  132.00  4.5222
  -87.00  133.00  3.9828
  -87.00  134.00  4.1850
  -87.00  135.00  4.3837
  -87.00  136.00  4.5789
  -87.00  137.00  4.6852
  -87.00  138.00  4.7024
  -87.00  139.00  5.0696
  -87.00  140.00  5.7867
  -87.00  141.00  7.2280
  -87.00  142.00  9.3936
  -87.00  143.00 10.6646
  -87.00  144.00 11.0411
  -87.00  145.00 11.1322
  -87.00  146.00 10.9380
  -87.00  147.00 10.6530
  -87.00  148.00 10.2772
  -87.00  149.00  9.9925
  -87.00  150.00  9.7989
  -87.00  151.00  9.5228
  -87.00  152.00  9.1640
  -87.00  153.00  8.7992
  -87.00  154.00  8.4285
  -87.00  155.00  8.1971
  -87.00  156.00  8.1053
  -87.00  157.00  8.0357
  -87.00  158.00  7.9882
  -87.00  159.00  8.1203
  -87.00  160.00  8.4318
  -87.00  161.00  8.7594
  -87.00  162.00  9.1033
  -87.00  163.00  9.4261
  -87.00  164.00  9.7277
  -87.00  165.00  9.7886
  -87.00  166.00  9.6088
  -87.00  167.00  9.3028
  -87.00  168.00  8.8707
  -87.00  169.00  8.4085
  -87.00  170.00  7.9164
  -87.00  171.00  7.5502
  -87.00  172.00  7.3101
  -87.00  173.00  7.2202
  -87.00  174.00  7.2806
  -87.00  175.00  7.3611
  -87.00  176.00  7.4616
  -87.00  177.00  7.4619
  -87.00  178.00  7.3620
  -87.00  179.00  7.3120
  -86.00    0.00  2.5810
  -86.00    1.00  2.8450
  -86.00    2.00  3.3730
  -86.00    3.00  3.8364
  -86.00    4.00  4.2352
  -86.00    5.00  4.0410
  -86.00    6.00  3.2536
  -86.00    7.00  2.6958
  -86.00    8.00  2.3674
  -86.00    9.00  2.1828
  -86.00   10.00  2.1420
  -86.00   11.00  2.1042
  -86.00   12.00  2.0695
  -86.00   13.00  2.0827
  -86.00   14.00  2.1439
  -86.00   15.00  2.3119
  -86.00   16.00  2.5868
  -86.00   17.00  2.7291
  -86.00   18.00  2.7388
  -86.00   19.00  3.3434
  -86.00   20.00  4.5430
  -86.00   21.00  5.6873
  -86.00   22.00  6.7763
  -86.00   23.00  7.1831
  -86.00   24.00  6.9078
  -86.00   25.00  6.7056
  -86.00   26.00  6.5764
  -86.00   27.00  6.7270
  -86.00   28.00  7.1573
  -86.00   29.00  7.5849
  -86.00   30.00  8.0101
  -86.00   31.00  8.4303
  -86.00   32.00  8.8458
  -86.00   33.00  9.3435
  -86.00   34.00  9.9235
  -86.00   35.00 10.3728
  -86.00   36.00 10.6913
  -86.00   37.00 10.9120
  -86.00   38.00 11.0349
  -86.00   39.00 11.1130
  -86.00   40.00 11.1465
  -86.00   41.00 11.0919
  -86.00   42.00 10.9492
  -86.00   43.00 10.7003
  -86.00   44.00 10.3452
  -86.00   45.00  9.9900
  -86.00   46.00  9.6347
  -86.00   47.00  9.2121
  -86.00   48.00  8.7222
  -86.00   49.00  8.1670
  -86.00   50.00  7.5467
  -86.00   51.00  6.9674
  -86.00   52.00  6.4290
  -86.00   53.00  5.9155
  -86.00   54.00  5.4267
  -86.00   55.00  5.0752
  -86.00   56.00  4.8609
  -86.00   57.00  4.8890
  -86.00   58.00  5.1595
  -86.00   59.00  5.5849
  -86.00   60.00  6.1652
  -86.00   61.00  6.7100
  -86.00   62.00  7.2194
  -86.00   63.00  7.6428
  -86.00   64.00  7.9802
  -86.00   65.00  8.2011
  -86.00   66.00  8.3054
  -86.00   67.00  8.2992
  -86.00   68.00  8.1824
  -86.00   69.00  7.9723
  -86.00   70.00  7.6688
  -86.00   71.00  7.3350
  -86.00   72.00  6.9710
  -86.00   73.00  6.5891
  -86.00   74.00  6.1894
  -86.00   75.00  5.7699
  -86.00   76.00  5.3306
  -86.00   77.00  4.9119
  -86.00   78.00  4.5138
  -86.00   79.00  4.1685
  -86.00   80.00  3.8761
  -86.00   81.00  3.7185
  -86.00   82.00  3.6955
  -86.00   83.00  3.6473
  -86.00   84.00  3.5738
  -86.00   85.00  3.4753
  -86.00   86.00  3.3520
  -86.00   87.00  3.1189
  -86.00   88.00  2.7759
  -86.00   89.00  2.4231
  -86.00   90.00  2.0605
  -86.00   91.00  1.8454
  -86.00   92.00  1.7780
  -86.00   93.00  1.8756
  -86.00   94.00  2.1384
  -86.00   95.00  1.9867
  -86.00   96.00  1.4203
  -86.00   97.00  1.2368
  -86.00   98.00  1.4361
  -86.00   99.00  1.6881
  -86.00  100.00  1.9929
  -86.00  101.00  2.3673
  -86.00  102.00  2.8114
  -86.00  103.00  3.1267
  -86.00  104.00  3.3131
  -86.00  105.00  3.3899
  -86.00  106.00  3.3571
  -86.00  107.00  3.3561
  -86.00  108.00  3.3870
  -86.00  109.00  3.3047
  -86.00  110.00  3.1093
  -86.00  111.00  2.8912
  -86.00  112.00  2.6504
  -86.00  113.00  2.5230
  -86.00  114.00  2.5088
  -86.00  115.00  2.6371
  -86.00  116.00  2.9080
  -86.00  117.00  3.0641
  -86.00  118.00  3.1054
  -86.00  119.00  3.0556
  -86.00  120.00  2.9146
  -86.00  121.00  2.9050
  -86.00  122.00  3.0267
  -86.00  123.00  3.1396
  -86.00  124.00  3.2438
  -86.00  125.00  4.0659
  -86.00  126.00  5.6059
  -86.00  127.00  6.9811
  -86.00  128.00  8.1915
  -86.00  129.00  8.5720
  -86.00  130.00  8.1224
  -86.00  131.00  7.0077
  -86.00  132.00  5.2277
  -86.00  133.00  4.3380
  -86.00  134.00  4.3386
  -86.00  135.00  4.4434
  -86.00  136.00  4.6527
  -86.00  137.00  4.7676
  -86.00  138.00  4.7882
  -86.00  139.00  5.3323
  -86.00  140.00  6.4001
  -86.00  141.00  7.9967
  -86.00  142.00 10.1221
  -86.00  143.00 11.2341
  -86.00  144.00 11.3326
  -86.00  145.00 11.1929
  -86.00  146.00 10.8150
  -86.00  147.00 10.4294
  -86.00  148.00 10.0363
  -86.00  149.00  9.7874
  -86.00  150.00  9.6829
  -86.00  151.00  9.4680
  -86.00  152.00  9.1429
  -86.00  153.00  8.7641
  -86.00  154.00  8.3317
  -86.00  155.00  8.0884
  -86.00  156.00  8.0342
  -86.00  157.00  7.9778
  -86.00  158.00  7.9194
  -86.00  159.00  8.0260
  -86.00  160.00  8.2976
  -86.00  161.00  8.5851
  -86.00  162.00  8.8886
  -86.00  163.00  9.1959
  -86.00  164.00  9.5069
  -86.00  165.00  9.6055
  -86.00  166.00  9.4917
  -86.00  167.00  9.2227
  -86.00  168.00  8.7985
  -86.00  169.00  8.3224
  -86.00  170.00  7.7942
  -86.00  171.00  7.4466
  -86.00  172.00  7.2795
  -86.00  173.00  7.2009
  -86.00  174.00  7.2108
  -86.00  175.00  7.2443
  -86.00  176.00  7.3014
  -86.00  177.00  7.3254
  -86.00  178.00  7.3164
  -86.00  179.00  7.3118
  -85.00    0.00  2.5812
  -85.00    1.00  2.8272
  -85.00    2.00  3.3191
  -85.00    3.00  3.7020
  -85.00    4.00  3.9758
  -85.00    5.00  3.7758
  -85.00    6.00  3.1020
  -85.00    7.00  2.6158
  -85.00    8.00  2.3172
  -85.00    9.00  2.1564
  -85.00   10.00  2.1332
  -85.00   11.00  2.1187
  -85.00   12.00  2.1130
  -85.00   13.00  2.1316
  -85.00   14.00  2.1747
  -85.00   15.00  2.3046
  -85.00   16.00  2.5213
  -85.00   17.00  2.6438
  -85.00   18.00  2.6719
  -85.00   19.00  3.2592
  -85.00   20.00  4.4054
  -85.00   21.00  5.5455
  -85.00   22.00  6.6795
  -85.00   23.00  7.1303
  -85.00   24.00  6.8979
  -85.00   25.00  6.7084
  -85.00   26.00  6.5618
  -85.00   27.00  6.6935
  -85.00   28.00  7.1034
  -85.00   29.00  7.5281
  -85.00   30.00  7.9676
  -85.00   31.00  8.3814
  -85.00   32.00  8.7697
  -85.00   33.00  9.2493
  -85.00   34.00  9.8203
  -85.00   35.00 10.2752
  -85.00   36.00 10.6140
  -85.00   37.00 10.8430
  -85.00   38.00 10.9623
  -85.00   39.00 11.0434
  -85.00   40.00 11.0863
  -85.00   41.00 11.0368
  -85.00   42.00 10.8948
  -85.00   43.00 10.6577
  -85.00   44.00 10.3255
  -85.00   45.00  9.9816
  -85.00   46.00  9.6262
  -85.00   47.00  9.2045
  -85.00   48.00  8.7166
  -85.00   49.00  8.1613
  -85.00   50.00  7.5386
  -85.00   51.00  6.9552
  -85.00   52.00  6.4111
  -85.00   53.00  5.9006
  -85.00   54.00  5.4234
  -85.00   55.00  5.1094
  -85.00   56.00  4.9584
  -85.00   57.00  5.0658
  -85.00   58.00  5.4314
  -85.00   59.00  5.9083
  -85.00   60.00  6.4966
  -85.00   61.00  7.0367
  -85.00   62.00  7.5285
  -85.00   63.00  7.9303
  -85.00   64.00  8.2420
  -85.00   65.00  8.4195
  -85.00   66.00  8.4628
  -85.00   67.00  8.3919
  -85.00   68.00  8.2068
  -85.00   69.00  7.9467
  -85.00   70.00  7.6115
  -85.00   71.00  7.2556
  -85.00   72.00  6.8790
  -85.00   73.00  6.4772
  -85.00   74.00  6.0501
  -85.00   75.00  5.6080
  -85.00   76.00  5.1511
  -85.00   77.00  4.7251
  -85.00   78.00  4.3302
  -85.00   79.00  4.0045
  -85.00   80.00  3.7481
  -85.00   81.00  3.6242
  -85.00   82.00  3.6329
  -85.00   83.00  3.6187
  -85.00   84.00  3.5818
  -85.00   85.00  3.5086
  -85.00   86.00  3.3989
  -85.00   87.00  3.1907
  -85.00   88.00  2.8839
  -85.00   89.00  2.5557
  -85.00   90.00  2.2059
  -85.00   91.00  2.0075
  -85.00   92.00  1.9602
  -85.00   93.00  1.9844
  -85.00   94.00  2.0799
  -85.00   95.00  1.8942
  -85.00   96.00  1.4272
  -85.00   97.00  1.2904
  -85.00   98.00  1.4837
  -85.00   99.00  1.7434
  -85.00  100.00  2.0697
  -85.00  101.00  2.4555
  -85.00  102.00  2.9010
  -85.00  103.00  3.2008
  -85.00  104.00  3.3550
  -85.00  105.00  3.4108
  -85.00  106.00  3.3683
  -85.00  107.00  3.3694
  -85.00  108.00  3.4141
  -85.00  109.00  3.3424
  -85.00  110.00  3.1544
  -85.00  111.00  2.9278
  -85.00  112.00  2.6627
  -85.00  113.00  2.5204
  -85.00  114.00  2.5011
  -85.00  115.00  2.6072
  -85.00  116.00  2.8387
  -85.00  117.00  2.9828
  -85.00  118.00  3.0393
  -85.00  119.00  3.0302
  -85.00  120.00  2.9556
  -85.00  121.00  2.9713
  -85.00  122.00  3.0775
  -85.00  123.00  3.1414
  -85.00  124.00  3.1632
  -85.00  125.00  3.8761
  -85.00  126.00  5.2801
  -85.00  127.00  6.6462
  -85.00  128.00  7.9743
  -85.00  129.00  8.5603
  -85.00  130.00  8.4043
  -85.00  131.00  7.4355
  -85.00  132.00  5.6540
  -85.00  133.00  4.6035
  -85.00  134.00  4.2841
  -85.00  135.00  4.2630
  -85.00  136.00  4.5403
  -85.00  137.00  4.7343
  -85.00  138.00  4.8450
  -85.00  139.00  5.3743
  -85.00  140.00  6.3223
  -85.00  141.00  7.8281
  -85.00  142.00  9.8917
  -85.00  143.00 11.0265
  -85.00  144.00 11.2324
  -85.00  145.00 11.0121
  -85.00  146.00 10.3655
  -85.00  147.00  9.5378
  -85.00  148.00  8.5291
  -85.00  149.00  8.0116
  -85.00  150.00  7.9853
  -85.00  151.00  8.1304
  -85.00  152.00  8.4468
  -85.00  153.00  8.4677
  -85.00  154.00  8.1931
  -85.00  155.00  8.0223
  -85.00  156.00  7.9553
  -85.00  157.00  7.8983
  -85.00  158.00  7.8513
  -85.00  159.00  7.9370
  -85.00  160.00  8.1555
  -85.00  161.00  8.3934
  -85.00  162.00  8.6506
  -85.00  163.00  8.9399
  -85.00  164.00  9.2613
  -85.00  165.00  9.3910
  -85.00  166.00  9.3291
  -85.00  167.00  9.1027
  -85.00  168.00  8.7117
  -85.00  169.00  8.2523
  -85.00  170.00  7.7243
  -85.00  171.00  7.4035
  -85.00  172.00  7.2899
  -85.00  173.00  7.2186
  -85.00  174.00  7.1898
  -85.00  175.00  7.2115
  -85.00  176.00  7.2836
  -85.00  177.00  7.3174
  -85.00  178.00  7.3128
  -85.00  179.00  7.3105
  -84.00    0.00  2.5814
  -84.00    1.00  2.8000
  -84.00    2.00  3.2374
  -84.00    3.00  3.5255
  -84.00    4.00  3.6645
  -84.00    5.00  3.4669
  -84.00    6.00  2.9325
  -84.00    7.00  2.5346
  -84.00    8.00  2.2730
  -84.00    9.00  2.1455
  -84.00   10.00  2.1519
  -84.00   11.00  2.1652
  -84.00   12.00  2.1855
  -84.00   13.00  2.2097
  -84.00   14.00  2.2379
  -84.00   15.00  2.3146
  -84.00   16.00  2.4399
  -84.00   17.00  2.5374
  -84.00   18.00  2.6069
  -84.00   19.00  3.1947
  -84.00   20.00  4.3009
  -84.00   21.00  5.4372
  -84.00   22.00  6.6037
  -84.00   23.00  7.0861
  -84.00   24.00  6.8844
  -84.00   25.00  6.7058
  -84.00   26.00  6.5504
  -84.00   27.00  6.6657
  -84.00   28.00  7.0515
  -84.00   29.00  7.4732
