 "LAT","LON","SFCWind (m/s)"   
  -40.00  156.00  4.4843
  -40.00  157.00  5.6970
  -40.00  158.00  7.4577
  -40.00  159.00  8.1907
  -40.00  160.00  7.8960
  -40.00  161.00  7.9469
  -40.00  162.00  8.3433
  -40.00  163.00  8.6232
  -40.00  164.00  8.7866
  -40.00  165.00  8.8217
  -40.00  166.00  8.7286
  -40.00  167.00  8.2177
  -40.00  168.00  7.2891
  -40.00  169.00  6.9185
  -40.00  170.00  7.1057
  -40.00  171.00  7.2454
  -40.00  172.00  7.3375
  -40.00  173.00  7.3205
  -40.00  174.00  7.1944
  -40.00  175.00  7.1963
  -40.00  176.00  7.3262
  -40.00  177.00  7.3466
  -40.00  178.00  7.2575
  -40.00  179.00  7.2130
  -39.00    0.00  2.5387
  -39.00    1.00  2.5651
  -39.00    2.00  2.6177
  -39.00    3.00  2.6277
  -39.00    4.00  2.5950
  -39.00    5.00  2.5638
  -39.00    6.00  2.5341
  -39.00    7.00  2.5767
  -39.00    8.00  2.6916
  -39.00    9.00  2.4957
  -39.00   10.00  1.9892
  -39.00   11.00  1.7514
  -39.00   12.00  1.7824
  -39.00   13.00  1.9316
  -39.00   14.00  2.1990
  -39.00   15.00  2.4369
  -39.00   16.00  2.6454
  -39.00   17.00  2.7729
  -39.00   18.00  2.8194
  -39.00   19.00  2.8355
  -39.00   20.00  2.8213
  -39.00   21.00  2.7990
  -39.00   22.00  2.7686
  -39.00   23.00  3.0182
  -39.00   24.00  3.5478
  -39.00   25.00  4.2101
  -39.00   26.00  5.0053
  -39.00   27.00  5.5892
  -39.00   28.00  5.9618
  -39.00   29.00  6.3543
  -39.00   30.00  6.7667
  -39.00   31.00  7.1658
  -39.00   32.00  7.5516
  -39.00   33.00  7.8350
  -39.00   34.00  8.0160
  -39.00   35.00  8.2304
  -39.00   36.00  8.4781
  -39.00   37.00  8.7326
  -39.00   38.00  8.9939
  -39.00   39.00  9.2582
  -39.00   40.00  9.5254
  -39.00   41.00  9.7878
  -39.00   42.00 10.0455
  -39.00   43.00 10.1802
  -39.00   44.00 10.1919
  -39.00   45.00 10.0847
  -39.00   46.00  9.8586
  -39.00   47.00  9.5845
  -39.00   48.00  9.2622
  -39.00   49.00  8.9278
  -39.00   50.00  8.5813
  -39.00   51.00  8.1918
  -39.00   52.00  7.7593
  -39.00   53.00  7.3699
  -39.00   54.00  7.0234
  -39.00   55.00  6.7553
  -39.00   56.00  6.5655
  -39.00   57.00  6.4071
  -39.00   58.00  6.2802
  -39.00   59.00  6.1965
  -39.00   60.00  6.1560
  -39.00   61.00  6.2020
  -39.00   62.00  6.3344
  -39.00   63.00  6.4177
  -39.00   64.00  6.4517
  -39.00   65.00  6.3069
  -39.00   66.00  5.9832
  -39.00   67.00  5.6514
  -39.00   68.00  5.3114
  -39.00   69.00  4.9134
  -39.00   70.00  4.4574
  -39.00   71.00  4.1188
  -39.00   72.00  3.8975
  -39.00   73.00  3.7682
  -39.00   74.00  3.7307
  -39.00   75.00  3.7415
  -39.00   76.00  3.8006
  -39.00   77.00  3.9062
  -39.00   78.00  4.0583
  -39.00   79.00  4.1148
  -39.00   80.00  4.0758
  -39.00   81.00  3.9386
  -39.00   82.00  3.7035
  -39.00   83.00  3.4282
  -39.00   84.00  3.1130
  -39.00   85.00  3.0429
  -39.00   86.00  3.2181
  -39.00   87.00  3.4630
  -39.00   88.00  3.7775
  -39.00   89.00  4.0454
  -39.00   90.00  4.2668
  -39.00   91.00  4.9447
  -39.00   92.00  6.0791
  -39.00   93.00  6.7706
  -39.00   94.00  7.0189
  -39.00   95.00  7.1129
  -39.00   96.00  7.0525
  -39.00   97.00  6.5835
  -39.00   98.00  5.7060
  -39.00   99.00  5.3514
  -39.00  100.00  5.5197
  -39.00  101.00  6.3229
  -39.00  102.00  7.7610
  -39.00  103.00  7.6084
  -39.00  104.00  5.8651
  -39.00  105.00  4.4785
  -39.00  106.00  3.4486
  -39.00  107.00  2.9672
  -39.00  108.00  3.0343
  -39.00  109.00  3.0879
  -39.00  110.00  3.1277
  -39.00  111.00  3.0547
  -39.00  112.00  2.8689
  -39.00  113.00  2.7141
  -39.00  114.00  2.5903
  -39.00  115.00  2.4183
  -39.00  116.00  2.1982
  -39.00  117.00  2.0254
  -39.00  118.00  1.9000
  -39.00  119.00  1.8629
  -39.00  120.00  1.9141
  -39.00  121.00  2.0094
  -39.00  122.00  2.1488
  -39.00  123.00  2.1834
  -39.00  124.00  2.1131
  -39.00  125.00  2.0651
  -39.00  126.00  2.0395
  -39.00  127.00  2.3292
  -39.00  128.00  2.9340
  -39.00  129.00  3.2673
  -39.00  130.00  3.3292
  -39.00  131.00  3.3809
  -39.00  132.00  3.4227
  -39.00  133.00  3.6695
  -39.00  134.00  4.1213
  -39.00  135.00  4.2650
  -39.00  136.00  4.1007
  -39.00  137.00  4.1519
  -39.00  138.00  4.4186
  -39.00  139.00  4.6379
  -39.00  140.00  4.8097
  -39.00  141.00  4.9728
  -39.00  142.00  5.1272
  -39.00  143.00  5.2796
  -39.00  144.00  5.4301
  -39.00  145.00  5.5724
  -39.00  146.00  5.7066
  -39.00  147.00  5.4234
  -39.00  148.00  4.7230
  -39.00  149.00  4.4308
  -39.00  150.00  4.5470
  -39.00  151.00  4.3508
  -39.00  152.00  3.8421
  -39.00  153.00  3.5634
  -39.00  154.00  3.5148
  -39.00  155.00  3.6625
  -39.00  156.00  4.0068
  -39.00  157.00  5.2882
  -39.00  158.00  7.5069
  -39.00  159.00  8.1629
  -39.00  160.00  7.2564
  -39.00  161.00  7.1446
  -39.00  162.00  7.8275
  -39.00  163.00  8.3628
  -39.00  164.00  8.7506
  -39.00  165.00  8.8941
  -39.00  166.00  8.7933
  -39.00  167.00  8.3045
  -39.00  168.00  7.4278
  -39.00  169.00  6.9820
  -39.00  170.00  6.9670
  -39.00  171.00  7.0635
  -39.00  172.00  7.2714
  -39.00  173.00  7.3147
  -39.00  174.00  7.1932
  -39.00  175.00  7.1994
  -39.00  176.00  7.3332
  -39.00  177.00  7.3537
  -39.00  178.00  7.2610
  -39.00  179.00  7.2146
  -38.00    0.00  2.5385
  -38.00    1.00  2.5608
  -38.00    2.00  2.6054
  -38.00    3.00  2.6049
  -38.00    4.00  2.5595
  -38.00    5.00  2.5207
  -38.00    6.00  2.4883
  -38.00    7.00  2.5420
  -38.00    8.00  2.6817
  -38.00    9.00  2.4935
  -38.00   10.00  1.9776
  -38.00   11.00  1.7583
  -38.00   12.00  1.8357
  -38.00   13.00  1.9889
  -38.00   14.00  2.2179
  -38.00   15.00  2.4300
  -38.00   16.00  2.6254
  -38.00   17.00  2.7580
  -38.00   18.00  2.8277
  -38.00   19.00  2.8649
  -38.00   20.00  2.8695
  -38.00   21.00  2.8455
  -38.00   22.00  2.7928
  -38.00   23.00  2.9374
  -38.00   24.00  3.2793
  -38.00   25.00  3.9273
  -38.00   26.00  4.8814
  -38.00   27.00  5.5403
  -38.00   28.00  5.9041
  -38.00   29.00  6.3094
  -38.00   30.00  6.7563
  -38.00   31.00  7.1815
  -38.00   32.00  7.5849
  -38.00   33.00  7.8724
  -38.00   34.00  8.0438
  -38.00   35.00  8.2607
  -38.00   36.00  8.5232
  -38.00   37.00  8.7774
  -38.00   38.00  9.0235
  -38.00   39.00  9.2702
  -38.00   40.00  9.5176
  -38.00   41.00  9.7609
  -38.00   42.00 10.0003
  -38.00   43.00 10.1317
  -38.00   44.00 10.1550
  -38.00   45.00 10.0498
  -38.00   46.00  9.8159
  -38.00   47.00  9.5399
  -38.00   48.00  9.2216
  -38.00   49.00  8.8985
  -38.00   50.00  8.5706
  -38.00   51.00  8.1981
  -38.00   52.00  7.7811
  -38.00   53.00  7.3885
  -38.00   54.00  7.0203
  -38.00   55.00  6.7405
  -38.00   56.00  6.5491
  -38.00   57.00  6.3839
  -38.00   58.00  6.2451
  -38.00   59.00  6.1462
  -38.00   60.00  6.0875
  -38.00   61.00  6.1154
  -38.00   62.00  6.2300
  -38.00   63.00  6.2918
  -38.00   64.00  6.3008
  -38.00   65.00  6.2316
  -38.00   66.00  6.0843
  -38.00   67.00  5.8910
  -38.00   68.00  5.6518
  -38.00   69.00  5.4170
  -38.00   70.00  5.1866
  -38.00   71.00  5.0053
  -38.00   72.00  4.8730
  -38.00   73.00  4.7852
  -38.00   74.00  4.7420
  -38.00   75.00  4.6671
  -38.00   76.00  4.5606
  -38.00   77.00  4.4481
  -38.00   78.00  4.3295
  -38.00   79.00  4.2320
  -38.00   80.00  4.1557
  -38.00   81.00  4.0200
  -38.00   82.00  3.8251
  -38.00   83.00  3.5774
  -38.00   84.00  3.2768
  -38.00   85.00  3.1994
  -38.00   86.00  3.3450
  -38.00   87.00  3.5825
  -38.00   88.00  3.9119
  -38.00   89.00  4.0247
  -38.00   90.00  3.9210
  -38.00   91.00  4.4936
  -38.00   92.00  5.7425
  -38.00   93.00  6.8046
  -38.00   94.00  7.6797
  -38.00   95.00  8.2376
  -38.00   96.00  8.4782
  -38.00   97.00  8.1595
  -38.00   98.00  7.2814
  -38.00   99.00  6.8090
  -38.00  100.00  6.7423
  -38.00  101.00  7.3008
  -38.00  102.00  8.4843
  -38.00  103.00  8.3286
  -38.00  104.00  6.8337
  -38.00  105.00  5.3339
  -38.00  106.00  3.8292
  -38.00  107.00  3.0831
  -38.00  108.00  3.0955
  -38.00  109.00  3.1342
  -38.00  110.00  3.1993
  -38.00  111.00  3.1461
  -38.00  112.00  2.9745
  -38.00  113.00  2.8837
  -38.00  114.00  2.8737
  -38.00  115.00  2.6987
  -38.00  116.00  2.3586
  -38.00  117.00  2.0904
  -38.00  118.00  1.8940
  -38.00  119.00  1.8389
  -38.00  120.00  1.9251
  -38.00  121.00  2.0231
  -38.00  122.00  2.1330
  -38.00  123.00  2.1208
  -38.00  124.00  1.9867
  -38.00  125.00  1.9541
  -38.00  126.00  2.0231
  -38.00  127.00  2.4634
  -38.00  128.00  3.2748
  -38.00  129.00  3.7297
  -38.00  130.00  3.8280
  -38.00  131.00  3.7556
  -38.00  132.00  3.5125
  -38.00  133.00  3.5565
  -38.00  134.00  3.8875
  -38.00  135.00  4.0178
  -38.00  136.00  3.9475
  -38.00  137.00  4.0432
  -38.00  138.00  4.3050
  -38.00  139.00  4.5245
  -38.00  140.00  4.7018
  -38.00  141.00  4.8970
  -38.00  142.00  5.1102
  -38.00  143.00  5.2890
  -38.00  144.00  5.4334
  -38.00  145.00  5.6092
  -38.00  146.00  5.8163
  -38.00  147.00  5.5314
  -38.00  148.00  4.7545
  -38.00  149.00  4.4402
  -38.00  150.00  4.5886
  -38.00  151.00  4.3973
  -38.00  152.00  3.8663
  -38.00  153.00  3.5760
  -38.00  154.00  3.5263
  -38.00  155.00  3.5540
  -38.00  156.00  3.6591
  -38.00  157.00  4.9755
  -38.00  158.00  7.5031
  -38.00  159.00  8.0282
  -38.00  160.00  6.5510
  -38.00  161.00  6.2485
  -38.00  162.00  7.1206
  -38.00  163.00  7.9124
  -38.00  164.00  8.6237
  -38.00  165.00  8.9356
  -38.00  166.00  8.8481
  -38.00  167.00  8.3780
  -38.00  168.00  7.5253
  -38.00  169.00  7.0090
  -38.00  170.00  6.8291
  -38.00  171.00  6.8974
  -38.00  172.00  7.2139
  -38.00  173.00  7.3124
  -38.00  174.00  7.1931
  -38.00  175.00  7.2013
  -38.00  176.00  7.3372
  -38.00  177.00  7.3580
  -38.00  178.00  7.2636
  -38.00  179.00  7.2164
  -37.00    0.00  2.5383
  -37.00    1.00  2.5562
  -37.00    2.00  2.5919
  -37.00    3.00  2.5783
  -37.00    4.00  2.5153
  -37.00    5.00  2.4772
  -37.00    6.00  2.4642
  -37.00    7.00  2.5211
  -37.00    8.00  2.6480
  -37.00    9.00  2.4616
  -37.00   10.00  1.9620
  -37.00   11.00  1.7709
  -37.00   12.00  1.8883
  -37.00   13.00  2.0462
  -37.00   14.00  2.2446
  -37.00   15.00  2.4509
  -37.00   16.00  2.6651
  -37.00   17.00  2.7948
  -37.00   18.00  2.8401
  -37.00   19.00  2.8575
  -37.00   20.00  2.8469
  -37.00   21.00  2.8226
  -37.00   22.00  2.7847
  -37.00   23.00  2.8859
  -37.00   24.00  3.1261
  -37.00   25.00  3.7710
  -37.00   26.00  4.8207
  -37.00   27.00  5.5147
  -37.00   28.00  5.8530
  -37.00   29.00  6.2499
  -37.00   30.00  6.7055
  -37.00   31.00  7.1580
  -37.00   32.00  7.6072
  -37.00   33.00  7.9207
  -37.00   34.00  8.0986
  -37.00   35.00  8.3225
  -37.00   36.00  8.5923
  -37.00   37.00  8.8442
  -37.00   38.00  9.0782
  -37.00   39.00  9.3043
  -37.00   40.00  9.5224
  -37.00   41.00  9.7405
  -37.00   42.00  9.9587
  -37.00   43.00 10.0761
  -37.00   44.00 10.0930
  -37.00   45.00  9.9829
  -37.00   46.00  9.7457
  -37.00   47.00  9.4783
  -37.00   48.00  9.1806
  -37.00   49.00  8.8754
  -37.00   50.00  8.5627
  -37.00   51.00  8.2021
  -37.00   52.00  7.7934
  -37.00   53.00  7.3899
  -37.00   54.00  6.9914
  -37.00   55.00  6.7076
  -37.00   56.00  6.5386
  -37.00   57.00  6.3720
  -37.00   58.00  6.2078
  -37.00   59.00  6.1085
  -37.00   60.00  6.0741
  -37.00   61.00  6.1097
  -37.00   62.00  6.2151
  -37.00   63.00  6.2393
  -37.00   64.00  6.1823
  -37.00   65.00  6.0654
  -37.00   66.00  5.8886
  -37.00   67.00  5.6872
  -37.00   68.00  5.4613
  -37.00   69.00  5.2737
  -37.00   70.00  5.1244
  -37.00   71.00  4.9941
  -37.00   72.00  4.8829
  -37.00   73.00  4.8069
  -37.00   74.00  4.7661
  -37.00   75.00  4.7198
  -37.00   76.00  4.6681
  -37.00   77.00  4.5975
  -37.00   78.00  4.5078
  -37.00   79.00  4.4175
  -37.00   80.00  4.3265
  -37.00   81.00  4.1906
  -37.00   82.00  4.0098
  -37.00   83.00  3.7627
  -37.00   84.00  3.4495
  -37.00   85.00  3.3274
  -37.00   86.00  3.3963
  -37.00   87.00  3.6299
  -37.00   88.00  4.0283
  -37.00   89.00  4.0935
  -37.00   90.00  3.8255
  -37.00   91.00  4.1960
  -37.00   92.00  5.2051
  -37.00   93.00  6.2126
  -37.00   94.00  7.2185
  -37.00   95.00  7.9431
  -37.00   96.00  8.3865
  -37.00   97.00  8.4539
  -37.00   98.00  8.1454
  -37.00   99.00  7.9873
  -37.00  100.00  7.9798
  -37.00  101.00  8.3258
  -37.00  102.00  9.0252
  -37.00  103.00  8.8481
  -37.00  104.00  7.7945
  -37.00  105.00  6.3371
  -37.00  106.00  4.4758
  -37.00  107.00  3.4406
  -37.00  108.00  3.2315
  -37.00  109.00  3.1664
  -37.00  110.00  3.2452
  -37.00  111.00  3.1990
  -37.00  112.00  3.0275
  -37.00  113.00  3.0740
  -37.00  114.00  3.3384
  -37.00  115.00  3.2086
  -37.00  116.00  2.6846
  -37.00  117.00  2.3137
  -37.00  118.00  2.0960
  -37.00  119.00  1.9995
  -37.00  120.00  2.0243
  -37.00  121.00  2.0653
  -37.00  122.00  2.1224
  -37.00  123.00  2.0875
  -37.00  124.00  1.9606
  -37.00  125.00  1.9245
  -37.00  126.00  1.9793
  -37.00  127.00  2.3223
  -37.00  128.00  2.9535
  -37.00  129.00  3.3376
  -37.00  130.00  3.4744
  -37.00  131.00  3.4698
  -37.00  132.00  3.3239
  -37.00  133.00  3.3564
  -37.00  134.00  3.5672
  -37.00  135.00  3.6636
  -37.00  136.00  3.6456
  -37.00  137.00  3.7683
  -37.00  138.00  4.0317
  -37.00  139.00  4.2800
  -37.00  140.00  4.5131
  -37.00  141.00  4.7520
  -37.00  142.00  4.9969
  -37.00  143.00  5.1826
  -37.00  144.00  5.3090
  -37.00  145.00  5.4050
  -37.00  146.00  5.4706
  -37.00  147.00  5.2178
  -37.00  148.00  4.6465
  -37.00  149.00  4.3958
  -37.00  150.00  4.4659
  -37.00  151.00  4.2815
  -37.00  152.00  3.8424
  -37.00  153.00  3.6014
  -37.00  154.00  3.5584
  -37.00  155.00  3.5917
  -37.00  156.00  3.7013
  -37.00  157.00  4.9508
  -37.00  158.00  7.3403
  -37.00  159.00  7.5728
  -37.00  160.00  5.6483
  -37.00  161.00  5.0709
  -37.00  162.00  5.8407
  -37.00  163.00  6.8919
  -37.00  164.00  8.2244
  -37.00  165.00  8.8850
  -37.00  166.00  8.8735
  -37.00  167.00  8.4116
  -37.00  168.00  7.4994
  -37.00  169.00  6.9267
  -37.00  170.00  6.6935
  -37.00  171.00  6.7786
  -37.00  172.00  7.1821
  -37.00  173.00  7.3212
  -37.00  174.00  7.1959
  -37.00  175.00  7.1996
  -37.00  176.00  7.3324
  -37.00  177.00  7.3537
  -37.00  178.00  7.2633
  -37.00  179.00  7.2182
  -36.00    0.00  2.5381
  -36.00    1.00  2.5515
  -36.00    2.00  2.5785
  -36.00    3.00  2.5516
  -36.00    4.00  2.4710
  -36.00    5.00  2.4338
  -36.00    6.00  2.4400
  -36.00    7.00  2.5002
  -36.00    8.00  2.6143
  -36.00    9.00  2.4297
  -36.00   10.00  1.9464
  -36.00   11.00  1.7835
  -36.00   12.00  1.9409
  -36.00   13.00  2.1035
  -36.00   14.00  2.2713
  -36.00   15.00  2.4717
  -36.00   16.00  2.7047
  -36.00   17.00  2.8316
  -36.00   18.00  2.8525
  -36.00   19.00  2.8500
  -36.00   20.00  2.8242
  -36.00   21.00  2.7998
  -36.00   22.00  2.7767
  -36.00   23.00  2.8344
  -36.00   24.00  2.9728
  -36.00   25.00  3.6147
  -36.00   26.00  4.7600
  -36.00   27.00  5.4891
  -36.00   28.00  5.8018
  -36.00   29.00  6.1904
  -36.00   30.00  6.6548
  -36.00   31.00  7.1345
  -36.00   32.00  7.6294
  -36.00   33.00  7.9691
  -36.00   34.00  8.1534
  -36.00   35.00  8.3842
  -36.00   36.00  8.6615
  -36.00   37.00  8.9110
  -36.00   38.00  9.1329
  -36.00   39.00  9.3383
  -36.00   40.00  9.5273
  -36.00   41.00  9.7201
  -36.00   42.00  9.9170
  -36.00   43.00 10.0206
  -36.00   44.00 10.0310
  -36.00   45.00  9.9160
  -36.00   46.00  9.6755
  -36.00   47.00  9.4167
  -36.00   48.00  9.1396
  -36.00   49.00  8.8523
  -36.00   50.00  8.5549
  -36.00   51.00  8.2060
  -36.00   52.00  7.8058
  -36.00   53.00  7.3913
  -36.00   54.00  6.9624
  -36.00   55.00  6.6747
  -36.00   56.00  6.5281
  -36.00   57.00  6.3600
  -36.00   58.00  6.1705
  -36.00   59.00  6.0708
  -36.00   60.00  6.0608
  -36.00   61.00  6.1039
  -36.00   62.00  6.2002
  -36.00   63.00  6.1868
  -36.00   64.00  6.0638
  -36.00   65.00  5.8992
  -36.00   66.00  5.6928
  -36.00   67.00  5.4833
  -36.00   68.00  5.2708
  -36.00   69.00  5.1303
  -36.00   70.00  5.0621
  -36.00   71.00  4.9829
  -36.00   72.00  4.8929
  -36.00   73.00  4.8286
  -36.00   74.00  4.7902
  -36.00   75.00  4.7725
  -36.00   76.00  4.7757
  -36.00   77.00  4.7469
  -36.00   78.00  4.6861
  -36.00   79.00  4.6029
  -36.00   80.00  4.4974
  -36.00   81.00  4.3612
  -36.00   82.00  4.1945
  -36.00   83.00  3.9481
  -36.00   84.00  3.6222
  -36.00   85.00  3.4554
  -36.00   86.00  3.4475
  -36.00   87.00  3.6773
  -36.00   88.00  4.1447
  -36.00   89.00  4.1622
  -36.00   90.00  3.7300
  -36.00   91.00  3.8984
  -36.00   92.00  4.6677
  -36.00   93.00  5.6206
  -36.00   94.00  6.7572
  -36.00   95.00  7.6486
  -36.00   96.00  8.2947
  -36.00   97.00  8.7483
  -36.00   98.00  9.0093
  -36.00   99.00  9.1656
  -36.00  100.00  9.2173
  -36.00  101.00  9.3508
  -36.00  102.00  9.5661
  -36.00  103.00  9.3676
  -36.00  104.00  8.7554
  -36.00  105.00  7.3403
  -36.00  106.00  5.1224
  -36.00  107.00  3.7981
  -36.00  108.00  3.3674
  -36.00  109.00  3.1985
  -36.00  110.00  3.2911
  -36.00  111.00  3.2518
  -36.00  112.00  3.0805
  -36.00  113.00  3.2643
  -36.00  114.00  3.8031
  -36.00  115.00  3.7185
  -36.00  116.00  3.0105
  -36.00  117.00  2.5370
  -36.00  118.00  2.2979
  -36.00  119.00  2.1601
  -36.00  120.00  2.1235
  -36.00  121.00  2.1074
  -36.00  122.00  2.1118
  -36.00  123.00  2.0541
  -36.00  124.00  1.9345
  -36.00  125.00  1.8949
  -36.00  126.00  1.9354
  -36.00  127.00  2.1812
  -36.00  128.00  2.6323
  -36.00  129.00  2.9455
  -36.00  130.00  3.1208
  -36.00  131.00  3.1840
  -36.00  132.00  3.1353
  -36.00  133.00  3.1563
  -36.00  134.00  3.2469
  -36.00  135.00  3.3094
  -36.00  136.00  3.3437
  -36.00  137.00  3.4934
  -36.00  138.00  3.7585
  -36.00  139.00  4.0355
  -36.00  140.00  4.3244
  -36.00  141.00  4.6071
  -36.00  142.00  4.8836
  -36.00  143.00  5.0761
  -36.00  144.00  5.1846
  -36.00  145.00  5.2009
  -36.00  146.00  5.1249
  -36.00  147.00  4.9041
  -36.00  148.00  4.5384
  -36.00  149.00  4.3514
  -36.00  150.00  4.3432
  -36.00  151.00  4.1656
  -36.00  152.00  3.8186
  -36.00  153.00  3.6269
  -36.00  154.00  3.5905
  -36.00  155.00  3.6294
  -36.00  156.00  3.7434
  -36.00  157.00  4.9261
  -36.00  158.00  7.1775
  -36.00  159.00  7.1173
  -36.00  160.00  4.7456
  -36.00  161.00  3.8934
  -36.00  162.00  4.5608
  -36.00  163.00  5.8714
  -36.00  164.00  7.8251
  -36.00  165.00  8.8342
  -36.00  166.00  8.8988
  -36.00  167.00  8.4452
  -36.00  168.00  7.4735
  -36.00  169.00  6.8444
  -36.00  170.00  6.5579
  -36.00  171.00  6.6599
  -36.00  172.00  7.1503
  -36.00  173.00  7.3300
  -36.00  174.00  7.1987
  -36.00  175.00  7.1979
  -36.00  176.00  7.3276
  -36.00  177.00  7.3493
  -36.00  178.00  7.2631
  -36.00  179.00  7.2200
  -35.00    0.00  2.5340
  -35.00    1.00  2.5479
  -35.00    2.00  2.5759
  -35.00    3.00  2.5369
  -35.00    4.00  2.4310
  -35.00    5.00  2.3937
  -35.00    6.00  2.4250
  -35.00    7.00  2.4777
  -35.00    8.00  2.5517
  -35.00    9.00  2.3675
  -35.00   10.00  1.9253
  -35.00   11.00  1.7948
  -35.00   12.00  1.9758
  -35.00   13.00  2.1493
  -35.00   14.00  2.3152
  -35.00   15.00  2.5175
  -35.00   16.00  2.7562
  -35.00   17.00  2.8752
  -35.00   18.00  2.8746
  -35.00   19.00  2.8697
  -35.00   20.00  2.8606
  -35.00   21.00  2.8331
  -35.00   22.00  2.7873
  -35.00   23.00  2.8533
  -35.00   24.00  3.0310
  -35.00   25.00  3.6742
  -35.00   26.00  4.7827
  -35.00   27.00  5.4772
  -35.00   28.00  5.7577
  -35.00   29.00  6.1472
  -35.00   30.00  6.6457
  -35.00   31.00  7.1573
  -35.00   32.00  7.6821
  -35.00   33.00  8.0450
  -35.00   34.00  8.2461
  -35.00   35.00  8.4873
  -35.00   36.00  8.7687
  -35.00   37.00  9.0147
  -35.00   38.00  9.2255
  -35.00   39.00  9.4123
  -35.00   40.00  9.5752
  -35.00   41.00  9.7435
  -35.00   42.00  9.9171
  -35.00   43.00  9.9948
  -35.00   44.00  9.9767
  -35.00   45.00  9.8399
  -35.00   46.00  9.5847
  -35.00   47.00  9.3348
  -35.00   48.00  9.0903
  -35.00   49.00  8.8276
  -35.00   50.00  8.5467
  -35.00   51.00  8.1990
  -35.00   52.00  7.7845
  -35.00   53.00  7.3689
  -35.00   54.00  6.9521
  -35.00   55.00  6.6671
  -35.00   56.00  6.5139
  -35.00   57.00  6.3315
  -35.00   58.00  6.1199
  -35.00   59.00  6.0110
  -35.00   60.00  6.0049
  -35.00   61.00  6.0401
  -35.00   62.00  6.1168
  -35.00   63.00  6.0831
  -35.00   64.00  5.9390
  -35.00   65.00  5.7415
  -35.00   66.00  5.4906
  -35.00   67.00  5.2029
  -35.00   68.00  4.8785
  -35.00   69.00  4.7792
  -35.00   70.00  4.9049
  -35.00   71.00  4.9589
  -35.00   72.00  4.9412
  -35.00   73.00  4.9269
  -35.00   74.00  4.9161
  -35.00   75.00  4.9210
  -35.00   76.00  4.9417
  -35.00   77.00  4.9267
  -35.00   78.00  4.8760
  -35.00   79.00  4.7988
  -35.00   80.00  4.6952
  -35.00   81.00  4.5518
  -35.00   82.00  4.3687
  -35.00   83.00  4.0884
  -35.00   84.00  3.7109
  -35.00   85.00  3.4932
  -35.00   86.00  3.4352
  -35.00   87.00  3.6605
  -35.00   88.00  4.1689
  -35.00   89.00  4.2176
  -35.00   90.00  3.8063
  -35.00   91.00  3.8771
  -35.00   92.00  4.4301
  -35.00   93.00  5.2835
  -35.00   94.00  6.4375
  -35.00   95.00  7.3397
  -35.00   96.00  7.9902
  -35.00   97.00  8.5464
  -35.00   98.00  9.0081
  -35.00   99.00  9.2908
  -35.00  100.00  9.3945
  -35.00  101.00  9.4881
  -35.00  102.00  9.5715
  -35.00  103.00  9.4145
  -35.00  104.00  9.0170
  -35.00  105.00  7.8743
  -35.00  106.00  5.9865
  -35.00  107.00  4.5980
  -35.00  108.00  3.7087
  -35.00  109.00  3.2550
  -35.00  110.00  3.2369
  -35.00  111.00  3.1256
  -35.00  112.00  2.9214
  -35.00  113.00  3.0963
  -35.00  114.00  3.6504
  -35.00  115.00  3.6092
  -35.00  116.00  2.9727
  -35.00  117.00  2.5609
  -35.00  118.00  2.3738
  -35.00  119.00  2.2444
  -35.00  120.00  2.1727
  -35.00  121.00  2.1258
  -35.00  122.00  2.1037
  -35.00  123.00  2.0529
  -35.00  124.00  1.9733
  -35.00  125.00  1.9439
  -35.00  126.00  1.9645
  -35.00  127.00  2.1659
  -35.00  128.00  2.5481
  -35.00  129.00  2.8432
  -35.00  130.00  3.0514
  -35.00  131.00  3.1431
  -35.00  132.00  3.1182
  -35.00  133.00  3.1166
  -35.00  134.00  3.1382
  -35.00  135.00  3.1764
  -35.00  136.00  3.2312
  -35.00  137.00  3.4030
  -35.00  138.00  3.6919
  -35.00  139.00  3.9781
  -35.00  140.00  4.2618
  -35.00  141.00  4.5131
  -35.00  142.00  4.7322
  -35.00  143.00  4.9243
  -35.00  144.00  5.0896
  -35.00  145.00  5.1237
  -35.00  146.00  5.0265
  -35.00  147.00  4.8399
  -35.00  148.00  4.5638
  -35.00  149.00  4.3511
  -35.00  150.00  4.2016
  -35.00  151.00  4.0087
  -35.00  152.00  3.7725
  -35.00  153.00  3.6350
  -35.00  154.00  3.5962
  -35.00  155.00  3.6206
  -35.00  156.00  3.7083
  -35.00  157.00  4.8194
  -35.00  158.00  6.9539
  -35.00  159.00  7.0778
  -35.00  160.00  5.1911
  -35.00  161.00  4.2932
  -35.00  162.00  4.3843
  -35.00  163.00  5.3999
  -35.00  164.00  7.3401
  -35.00  165.00  8.4548
  -35.00  166.00  8.7442
  -35.00  167.00  8.3555
  -35.00  168.00  7.2889
  -35.00  169.00  6.7007
  -35.00  170.00  6.5910
  -35.00  171.00  6.7588
  -35.00  172.00  7.2042
  -35.00  173.00  7.3524
  -35.00  174.00  7.2035
  -35.00  175.00  7.1959
  -35.00  176.00  7.3295
  -35.00  177.00  7.3525
  -35.00  178.00  7.2651
  -35.00  179.00  7.2213
  -34.00    0.00  2.5285
  -34.00    1.00  2.5447
  -34.00    2.00  2.5769
  -34.00    3.00  2.5261
  -34.00    4.00  2.3925
  -34.00    5.00  2.3548
  -34.00    6.00  2.4131
